ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
18,31.0,6.0,XXX,XX,XX,  Ward No-06 Total,897,2.6,9.8,24.2,28.4,18.8,8.7,4.0,3.5,4.1,00111
18,31.0,7.0,XXX,XX,XX,  Ward No-07 Total,697,4.4,10.5,21.7,25.8,16.5,8.5,5.0,7.6,4.3,00111
18,31.0,8.0,XXX,XX,XX,  Ward No-08 Total,1048,3.0,10.5,22.7,28.1,21.2,8.0,3.8,2.7,4.1,00111
18,31.0,9.0,XXX,XX,XX,  Ward No-09 Total,890,2.2,13.0,23.0,30.9,17.4,7.8,2.4,3.3,4.0,00111
18,31.0,11.0,XXX,XX,XX,Damurhuda Union Total,9927,2.1,10.1,22.6,30.5,19.4,8.3,3.5,3.5,4.1,00111
18,31.0,23.0,XXX,XX,XX,  Perkrishnapur Madna Union Total,6066,2.4,10.6,22.7,29.7,18.9,8.5,3.7,3.4,4.1,00111
18,31.0,35.0,XXX,XX,XX,Howli Union Total,9799,2.4,11.2,22.7,29.3,19.2,8.9,3.5,2.8,4.1,00111
18,31.0,47.0,XXX,XX,XX,  Juranpur Union Total,9076,1.8,11.7,24.6,31.1,17.3,7.4,3.1,3.0,4.0,00111
18,31.0,59.0,XXX,XX,XX,  Kapasadanga Union Total,10783,2.7,10.0,21.8,28.1,18.5,9.6,4.3,5.0,4.3,00111
18,31.0,71.0,XXX,XX,XX,  Kuralgachhi Union Total,7325,2.6,11.7,23.0,29.7,19.2,7.9,3.3,2.5,4.0,00111
18,31.0,83.0,XXX,XX,XX,  Natipota Union Total,8817,2.2,10.9,22.4,28.7,18.5,9.6,3.9,3.9,4.2,00111
18,55.0,XX.0,XXX,XX,XX,Jiban Nagar Upazila Total,44104,3.0,11.5,23.1,29.2,18.3,8.2,3.6,3.0,4.1,00111
18,XX.0,XX.0,XXX,XX,XX,  Jiban Nagar Paurashava,6646,3.8,15.2,26.6,27.8,15.6,6.5,2.5,2.0,3.8,00111
18,55.0,1.0,XXX,XX,XX,  Ward No-01 Total,327,4.3,12.5,15.0,29.1,22.0,11.6,3.4,2.1,4.1,00111
18,55.0,2.0,XXX,XX,XX,  Ward No-02 Total,680,1.8,10.4,26.5,30.1,17.2,8.1,2.6,3.2,4.1,00111
18,55.0,3.0,XXX,XX,XX,  Ward No-03 Total,776,1.2,13.3,28.2,29.4,17.4,7.1,1.9,1.5,3.9,00111
18,55.0,4.0,XXX,XX,XX,  Ward No-04 Total,726,2.5,12.3,28.8,28.7,16.3,6.3,3.7,1.5,3.9,00111
18,55.0,5.0,XXX,XX,XX,  Ward No-05 Total,743,3.6,16.0,28.1,27.6,15.3,6.6,1.6,1.1,3.7,00111
18,55.0,6.0,XXX,XX,XX,  Ward No-06 Total,729,9.5,22.8,26.9,26.2,10.6,2.7,0.5,0.8,3.2,00111
18,55.0,7.0,XXX,XX,XX,  Ward No-07 Total,666,3.8,10.7,24.0,33.0,17.3,7.1,2.4,1.8,3.9,00111
18,55.0,8.0,XXX,XX,XX,  Ward No-08 Total,1153,4.6,18.5,27.7,22.9,13.7,6.4,3.2,3.0,3.7,00111
18,55.0,9.0,XXX,XX,XX,  Ward No-09 Total,846,2.7,16.5,26.5,27.5,15.1,6.0,3.0,2.6,3.8,00111
18,55.0,19.0,XXX,XX,XX,  Andulbaria Union Total,6660,3.5,10.7,21.4,29.7,19.2,8.9,3.7,3.0,4.1,00111
18,55.0,38.0,XXX,XX,XX,Banka Union Total,11763,2.2,10.7,22.8,30.2,18.8,8.6,3.6,3.0,4.1,00111
18,55.0,57.0,XXX,XX,XX,  Simanta Union Total,7199,3.6,11.5,22.8,29.7,17.4,7.7,3.8,3.5,4.1,00111
18,55.0,76.0,XXX,XX,XX,Uthali Union Total,11836,2.8,10.6,22.7,28.5,19.3,8.6,4.2,3.4,4.1,00111
65,XX.0,XX.0,XXX,XX,XX,Narail Zila Total,162299,3.1,9.8,19.1,25.5,19.4,11.5,5.7,6.0,4.4,00111
65,28.0,XX.0,XXX,XX,XX,Kalia Upazila Total,48498,3.2,9.6,17.7,23.8,19.7,12.7,6.4,6.7,4.5,00111
65,28.0,XX.0,XXX,XX,XX,  Kalia Paurashava,4481,3.5,10.2,20.0,25.0,19.5,10.5,5.5,5.7,4.3,00111
65,28.0,1.0,XXX,XX,XX,  Ward No-01 Total,492,3.3,14.8,26.0,26.8,16.1,7.1,3.0,2.8,3.9,00111
65,28.0,2.0,XXX,XX,XX,  Ward No-02 Total,736,7.2,13.9,22.3,28.0,15.1,7.1,3.1,3.4,3.8,00111
65,28.0,3.0,XXX,XX,XX,  Ward No-03 Total,514,2.5,11.3,18.7,25.5,20.4,8.9,6.6,6.0,4.4,00111
65,28.0,4.0,XXX,XX,XX,  Ward No-04 Total,435,3.4,10.3,22.5,26.0,19.8,8.7,3.9,5.3,4.2,00111
65,28.0,5.0,XXX,XX,XX,  Ward No-05 Total,434,1.6,6.7,15.0,22.4,25.8,13.1,8.1,7.4,4.8,00111
65,28.0,6.0,XXX,XX,XX,  Ward No-06 Total,424,2.8,10.1,14.6,29.0,21.9,13.0,4.7,3.8,4.4,00111
65,28.0,7.0,XXX,XX,XX,  Ward No-07 Total,416,3.8,5.5,17.8,21.4,20.2,15.4,9.1,6.7,4.7,00111
65,28.0,8.0,XXX,XX,XX,  Ward No-08 Total,519,1.9,8.3,23.1,22.5,19.7,11.2,5.6,7.7,4.5,00111
65,28.0,9.0,XXX,XX,XX,  Ward No-09 Total,511,2.7,8.4,17.4,22.3,20.4,12.9,6.8,9.0,4.7,00111
65,28.0,13.0,XXX,XX,XX,  Babra Hachla Union Total,2503,4.2,14.8,21.3,23.3,17.3,10.9,4.4,3.8,4.1,00111
65,28.0,14.0,XXX,XX,XX,Boranal Eliasabad Union Total,1482,3.2,11.5,20.2,24.0,19.0,12.1,5.5,4.5,4.3,00111
65,28.0,15.0,XXX,XX,XX,  Bauisena Union Total,4214,2.8,10.1,17.9,25.3,19.7,12.1,6.6,5.6,4.5,00111
65,28.0,23.0,XXX,XX,XX,  Hamidpur Union Total,3308,2.7,9.0,17.7,24.4,19.8,13.5,6.5,6.5,4.5,00111
65,28.0,31.0,XXX,XX,XX,  Chanchari Union Total,3237,2.3,7.5,16.2,24.8,19.7,14.8,6.8,8.0,4.7,00111
65,28.0,39.0,XXX,XX,XX,  Joynagar Union Total,3144,3.8,11.6,17.6,22.2,18.9,11.8,6.5,7.5,4.5,00111
65,28.0,47.0,XXX,XX,XX,  Kalabaria Union Total,3560,2.7,9.3,17.9,23.6,20.6,13.0,7.0,5.8,4.5,00111
65,28.0,63.0,XXX,XX,XX,  Khasial Union Total,3201,5.0,10.4,18.8,24.9,17.6,11.4,5.2,6.7,4.4,00111
65,28.0,71.0,XXX,XX,XX,Mauli Union Total,3656,3.7,9.9,18.4,23.6,19.2,13.2,5.8,6.3,4.5,00111
65,28.0,79.0,XXX,XX,XX,  Pahardanga Union Total,2705,3.5,8.7,16.4,22.0,21.5,13.8,6.9,7.3,4.6,00111
65,28.0,87.0,XXX,XX,XX,Peruli Union Total,5993,3.2,8.5,15.2,22.7,20.3,13.8,7.7,8.6,4.7,00111
65,28.0,94.0,XXX,XX,XX,  Purulia Union Total,4407,2.3,8.1,17.1,24.2,21.5,13.0,7.0,6.8,4.6,00111
65,28.0,95.0,XXX,XX,XX,Salamabad Union Total,2607,2.6,8.4,16.0,23.1,19.4,14.1,6.8,9.6,4.7,00111
65,52.0,XX.0,XXX,XX,XX,Lohagara Upazila Total,51154,3.3,9.8,18.8,24.9,19.2,11.6,6.0,6.4,4.4,00111
65,52.0,XX.0,XXX,XX,XX,  Lohagara Paurashava,5905,3.2,10.7,22.3,27.7,17.3,8.8,4.8,5.3,4.2,00111
65,52.0,1.0,XXX,XX,XX,  Ward No-01 Total,572,2.4,10.3,21.2,29.7,17.5,8.6,5.2,5.1,4.3,00111
65,52.0,2.0,XXX,XX,XX,  Ward No-02 Total,763,5.1,10.7,18.7,30.9,19.0,7.5,3.9,4.1,4.1,00111
65,52.0,3.0,XXX,XX,XX,  Ward No-03 Total,590,2.2,10.2,25.6,29.0,14.7,8.0,4.9,5.4,4.2,00111
65,52.0,4.0,XXX,XX,XX,  Ward No-04 Total,847,3.5,11.8,23.5,25.5,17.8,7.4,4.0,6.4,4.2,00111
65,52.0,5.0,XXX,XX,XX,  Ward No-05 Total,585,1.7,9.9,23.4,25.6,17.1,10.8,5.0,6.5,4.4,00111
65,52.0,6.0,XXX,XX,XX,  Ward No-06 Total,659,3.2,10.3,21.7,25.2,16.4,12.1,4.7,6.4,4.4,00111
65,52.0,7.0,XXX,XX,XX,  Ward No-07 Total,746,3.8,12.5,23.5,28.4,16.8,6.7,4.8,3.6,4.1,00111
65,52.0,8.0,XXX,XX,XX,  Ward No-08 Total,684,3.5,10.5,19.7,28.1,17.7,9.4,5.1,6.0,4.3,00111
65,52.0,9.0,XXX,XX,XX,  Ward No-09 Total,459,2.4,9.2,24.4,26.4,17.9,9.8,6.3,3.7,4.3,00111
65,52.0,15.0,XXX,XX,XX,  Dighalia Union Total,5023,3.8,10.3,17.6,24.5,19.5,12.5,5.7,6.1,4.5,00111
65,52.0,18.0,XXX,XX,XX,  Itna Union Total,4952,4.4,10.4,18.5,22.1,18.9,11.4,7.3,7.0,4.5,00111
65,52.0,23.0,XXX,XX,XX,  Joypur Union Total,4511,3.1,10.1,19.4,25.0,19.5,11.4,5.1,6.5,4.4,00111
65,52.0,31.0,XXX,XX,XX,  Kashipur Union Total,3122,3.5,9.1,19.3,25.9,20.0,10.5,5.6,6.1,4.4,00111
65,52.0,39.0,XXX,XX,XX,  Kotakul Union Total,2688,4.1,11.0,17.0,23.2,18.3,12.6,6.7,7.3,4.5,00111
65,52.0,47.0,XXX,XX,XX,  Lahuria Union Total,5355,2.9,8.3,16.3,23.1,21.1,13.8,6.7,7.7,4.7,00111
65,52.0,55.0,XXX,XX,XX,  Lakshmipasha Union Total,2096,3.0,10.0,19.4,24.9,20.9,10.7,6.4,4.7,4.4,00111
65,52.0,63.0,XXX,XX,XX,  Lohagara Union Total,1770,2.5,13.1,21.5,26.0,17.1,10.1,4.8,4.9,4.2,00111
65,52.0,71.0,XXX,XX,XX,  Mallikpur Union Total,3491,3.3,9.7,18.9,25.7,19.9,11.7,5.5,5.2,4.4,00111
65,52.0,79.0,XXX,XX,XX,  Naldi Union Total,4542,2.4,8.7,18.7,25.9,18.3,12.5,6.0,7.3,4.6,00111
65,52.0,87.0,XXX,XX,XX,  Noagram Union Total,3635,2.4,8.4,17.3,25.7,20.1,12.4,7.0,6.8,4.6,00111
65,52.0,94.0,XXX,XX,XX,  Shalnagar Union Total,4064,3.8,10.2,19.4,24.0,19.0,11.9,5.7,6.1,4.4,00111
65,76.0,XX.0,XXX,XX,XX,Narail Sadar Upazila Total,62647,2.9,9.9,20.3,27.2,19.4,10.3,4.8,5.1,4.3,00111
65,76.0,XX.0,XXX,XX,XX,  Narail Paurashava,9832,3.3,11.1,23.6,28.2,16.9,8.7,3.6,4.6,4.1,00111
65,76.0,1.0,XXX,XX,XX,  Ward No-01 Total,670,2.2,8.2,20.4,28.7,19.1,10.4,5.5,5.4,4.4,00111
65,76.0,2.0,XXX,XX,XX,  Ward No-02 Total,736,2.9,8.3,20.5,32.1,16.6,11.1,3.5,5.0,4.3,00111
65,76.0,3.0,XXX,XX,XX,  Ward No-03 Total,1374,4.3,10.1,25.0,28.0,16.9,7.7,2.9,5.1,4.1,00111
65,76.0,4.0,XXX,XX,XX,  Ward No-04 Total,1591,4.3,14.6,24.3,26.9,15.4,7.9,3.3,3.3,3.9,00111
65,76.0,5.0,XXX,XX,XX,  Ward No-05 Total,1664,3.5,12.4,24.9,26.4,16.3,8.0,3.8,4.5,4.1,00111
65,76.0,6.0,XXX,XX,XX,  Ward No-06 Total,1330,3.3,10.5,26.0,28.3,14.7,7.7,3.5,5.9,4.2,00111
65,76.0,7.0,XXX,XX,XX,  Ward No-07 Total,1172,2.8,10.2,22.4,30.3,18.3,7.8,4.2,3.9,4.2,00111
65,76.0,8.0,XXX,XX,XX,  Ward No-08 Total,573,2.4,9.9,23.6,27.4,17.1,11.5,3.8,4.2,4.2,00111
65,76.0,9.0,XXX,XX,XX,  Ward No-09 Total,722,1.2,10.7,20.2,28.9,20.9,10.9,2.2,4.8,4.3,00111
65,76.0,11.0,XXX,XX,XX,  Auria Union Total,5365,2.4,9.6,18.5,27.5,20.6,10.6,5.3,5.5,4.4,00111
65,76.0,13.0,XXX,XX,XX,  Banshgram Union Total,4109,2.3,9.4,18.7,25.9,20.2,12.0,5.7,5.8,4.5,00111
65,76.0,20.0,XXX,XX,XX,  Bhadrabila Union Total,4083,3.1,9.8,20.3,25.5,19.8,10.3,5.4,5.8,4.4,00111
65,76.0,27.0,XXX,XX,XX,  Bichhali Union Total,4587,3.1,9.3,19.4,29.9,20.4,10.2,4.8,2.9,4.2,00111
65,76.0,33.0,XXX,XX,XX,  Chandibarpur Union Total,3990,3.6,9.9,19.5,26.2,19.7,10.4,5.5,5.3,4.3,00111
65,76.0,40.0,XXX,XX,XX,  Habakhali Union Total,3913,3.1,8.5,18.9,24.1,19.6,11.6,6.4,7.7,4.6,00111
65,76.0,47.0,XXX,XX,XX,  Kalora Union Total,4520,2.3,10.3,20.2,27.2,20.8,10.3,4.4,4.6,4.3,00111
65,76.0,54.0,XXX,XX,XX,  Maij Para Union Total,4972,2.5,9.5,19.1,27.4,19.8,10.9,5.0,5.7,4.4,00111
65,76.0,61.0,XXX,XX,XX,Mulia Union Total,2051,3.6,9.4,19.4,27.7,18.8,10.6,4.5,6.1,4.4,00111
65,76.0,74.0,XXX,XX,XX,  Sahabad Union Total,3106,3.2,9.4,20.6,27.3,19.5,10.5,4.5,5.0,4.3,00111
65,76.0,81.0,XXX,XX,XX,  Shaikhati Union Total,4773,2.8,9.8,20.5,28.8,19.1,9.8,4.2,4.9,4.3,00111
65,76.0,88.0,XXX,XX,XX,  Singasolpur Union Total,3535,3.4,10.7,20.4,26.4,19.7,10.0,4.5,4.8,4.2,00111
65,76.0,94.0,XXX,XX,XX,  Tularampur Union Total,3811,2.9,9.6,20.8,26.4,19.8,10.9,5.2,4.5,4.3,00111
44,XX.0,XX.0,XXX,XX,XX,Jhenaidah Zila Total,421300,2.4,10.8,22.0,29.2,18.8,8.9,3.9,3.9,4.2,00111
44,14.0,XX.0,XXX,XX,XX,Harinakundu Upazila Total,48137,2.8,11.9,21.9,29.1,18.6,8.7,3.6,3.4,4.1,00111
44,14.0,XX.0,XXX,XX,XX,  Harinakundu Paurashava,5366,3.4,12.4,21.6,29.6,17.6,8.1,3.9,3.5,4.1,00111
44,14.0,1.0,XXX,XX,XX,  Ward No-01 Total,722,3.0,15.8,21.3,29.9,16.8,6.9,3.7,2.5,3.9,00111
44,14.0,2.0,XXX,XX,XX,  Ward No-02 Total,311,2.9,15.8,22.2,29.9,18.6,6.8,3.2,0.6,3.8,00111
44,14.0,3.0,XXX,XX,XX,  Ward No-03 Total,498,2.0,12.2,22.7,28.9,18.9,8.8,2.6,3.8,4.1,00111
44,14.0,4.0,XXX,XX,XX,  Ward No-04 Total,522,4.0,11.5,20.3,31.0,16.5,8.4,3.8,4.4,4.1,00111
44,14.0,5.0,XXX,XX,XX,  Ward No-05 Total,593,3.4,14.5,20.7,32.7,14.0,9.4,3.2,2.0,3.9,00111
44,14.0,6.0,XXX,XX,XX,  Ward No-06 Total,772,1.8,8.2,21.4,31.1,19.6,8.2,5.7,4.1,4.3,00111
44,14.0,7.0,XXX,XX,XX,  Ward No-07 Total,677,3.4,12.6,23.0,26.9,18.0,7.5,3.4,5.2,4.2,00111
44,14.0,8.0,XXX,XX,XX,  Ward No-08 Total,595,6.6,10.8,18.8,27.4,18.0,8.7,4.2,5.5,4.1,00111
44,14.0,9.0,XXX,XX,XX,  Ward No-09 Total,676,3.4,12.1,24.1,29.1,17.8,7.5,3.8,2.1,4.0,00111
44,14.0,10.0,XXX,XX,XX,  Bhayna Union Total,5716,2.5,9.5,20.3,29.5,20.7,9.5,3.8,4.1,4.2,00111
44,14.0,21.0,XXX,XX,XX,  Chandpur Union Total,6473,2.0,10.4,20.7,28.9,19.7,10.2,4.0,4.1,4.3,00111
44,14.0,31.0,XXX,XX,XX,Daulatpur Union Total,6019,3.1,13.6,23.9,28.1,17.4,8.2,3.1,2.6,4.0,00111
44,14.0,42.0,XXX,XX,XX,  Phalsi Union Total,2976,2.9,11.0,22.1,29.2,20.0,8.2,3.1,3.5,4.1,00111
44,14.0,52.0,XXX,XX,XX,  Joradaha Union Total,3724,3.5,16.8,23.5,27.7,17.0,6.7,2.6,2.2,3.8,00111
44,14.0,63.0,XXX,XX,XX,  Kapashati Union Total,6010,2.3,11.8,22.0,30.6,18.7,7.9,3.7,3.0,4.1,00111
44,14.0,73.0,XXX,XX,XX,  Raghunathpur Union Total,5986,2.5,10.7,20.6,28.6,19.0,10.0,4.3,4.2,4.2,00111
44,14.0,84.0,XXX,XX,XX,  Taherhuda Union Total,5867,3.0,12.8,23.2,29.4,17.0,8.0,3.3,3.2,4.0,00111
44,19.0,XX.0,XXX,XX,XX,Jhenaidah Sadar Upazila Total,108361,2.8,11.3,22.6,28.9,17.9,8.6,3.9,4.1,4.1,00111
44,19.0,XX.0,XXX,XX,XX,  Jhenaidah Paurashava,24964,3.1,11.4,23.2,28.7,17.2,8.2,3.9,4.3,4.1,00111
44,19.0,1.0,XXX,XX,XX,  Ward No-01 Total,2860,2.3,9.3,22.7,28.6,18.9,8.7,4.5,5.0,4.3,00111
44,19.0,2.0,XXX,XX,XX,  Ward No-02 Total,2642,2.6,10.4,24.1,31.0,17.4,7.9,3.0,3.6,4.1,00111
44,19.0,3.0,XXX,XX,XX,  Ward No-03 Total,1965,2.9,11.0,22.1,28.5,19.1,8.9,3.9,3.7,4.2,00111
44,19.0,4.0,XXX,XX,XX,  Ward No-04 Total,3634,2.8,12.1,25.2,28.1,16.5,7.9,3.6,3.8,4.1,00111
44,19.0,5.0,XXX,XX,XX,  Ward No-05 Total,3409,5.1,15.2,24.3,26.5,14.3,7.0,3.3,4.3,3.9,00111
44,19.0,6.0,XXX,XX,XX,  Ward No-06 Total,2312,3.8,12.3,22.4,28.9,17.0,7.5,3.9,4.2,4.1,00111
44,19.0,7.0,XXX,XX,XX,  Ward No-07 Total,2701,2.0,10.4,21.5,28.2,18.3,10.1,5.0,4.4,4.3,00111
44,19.0,8.0,XXX,XX,XX,  Ward No-08 Total,2894,2.1,9.2,22.5,31.8,16.4,9.2,3.9,5.0,4.3,00111
44,19.0,9.0,XXX,XX,XX,  Ward No-09 Total,2547,4.3,12.1,22.7,27.3,18.0,7.4,3.8,4.3,4.1,00111
44,19.0,11.0,XXX,XX,XX,  Dogachhi Union Total,3250,3.6,11.8,22.1,28.1,18.3,8.7,3.7,3.6,4.1,00111
44,19.0,13.0,XXX,XX,XX,  Fursandi Union Total,4175,2.9,10.1,22.6,29.3,16.7,8.6,4.4,5.4,4.3,00111
44,19.0,15.0,XXX,XX,XX,  Ganna Union Total,6907,1.3,10.3,23.2,30.7,17.9,9.0,3.6,3.9,4.2,00111
44,19.0,21.0,XXX,XX,XX,  Ghorshal Union Total,4252,3.1,12.0,21.5,28.0,17.0,8.8,4.2,5.4,4.2,00111
44,19.0,26.0,XXX,XX,XX,  Halidhani Union Total,4566,3.5,10.5,22.4,27.7,19.9,8.4,3.9,3.8,4.1,00111
44,19.0,31.0,XXX,XX,XX,  Harishankarpur Union Total,4608,2.4,10.0,20.4,28.0,19.8,10.3,4.5,4.7,4.3,00111
44,19.0,42.0,XXX,XX,XX,  Kalicharanpur Union Total,3661,2.2,10.9,20.2,28.8,20.3,10.1,3.9,3.6,4.2,00111
44,19.0,47.0,XXX,XX,XX,  Kumrabaria Union Total,4907,2.7,12.4,23.5,30.1,17.1,8.2,3.5,2.6,4.0,00111
44,19.0,52.0,XXX,XX,XX,  Madhuhati Union Total,6681,2.3,12.6,24.3,30.2,17.4,7.3,3.0,2.9,4.0,00111
44,19.0,58.0,XXX,XX,XX,  Moharajpur Union Total,6496,3.5,12.1,23.5,29.8,17.2,7.6,3.1,3.1,4.0,00111
44,19.0,63.0,XXX,XX,XX,  Naldanga Union Total,5644,1.8,10.6,21.9,29.3,19.4,8.8,4.0,4.1,4.2,00111
44,19.0,68.0,XXX,XX,XX,  Padmakar Union Total,4287,2.8,10.1,21.3,29.0,19.3,8.8,4.4,4.4,4.2,00111
44,19.0,73.0,XXX,XX,XX,Paglakanai Union Total,4492,3.4,13.6,25.4,28.6,15.8,7.3,3.2,2.7,3.9,00111
44,19.0,79.0,XXX,XX,XX,  Porahati Union Total,5976,2.1,10.3,20.2,27.1,19.7,10.0,5.3,5.3,4.4,00111
44,19.0,84.0,XXX,XX,XX,  Saganna Union Total,5112,3.5,11.8,22.9,28.3,16.8,8.7,3.7,4.2,4.1,00111
44,19.0,89.0,XXX,XX,XX,  Sadhuhati Union Total,5263,3.0,10.8,22.6,28.0,18.6,8.7,4.0,4.3,4.2,00111
44,19.0,94.0,XXX,XX,XX,  Surat Union Total,3120,2.1,10.8,21.8,28.5,18.2,9.6,3.9,5.1,4.3,00111
44,33.0,XX.0,XXX,XX,XX,Kaliganj Upazila Total,67696,2.1,11.0,22.6,29.4,18.7,8.5,3.7,3.8,4.2,00111
44,33.0,XX.0,XXX,XX,XX,  Kaliganj Paurashava,10535,2.5,10.3,22.6,29.5,18.1,8.4,3.7,4.8,4.2,00111
44,33.0,1.0,XXX,XX,XX,  Ward No-01 Total,1095,2.2,8.5,24.1,30.0,18.0,8.8,4.2,4.2,4.2,00111
44,33.0,2.0,XXX,XX,XX,  Ward No-02 Total,1213,1.6,8.8,21.7,29.3,18.5,9.3,4.1,6.5,4.4,00111
44,33.0,3.0,XXX,XX,XX,  Ward No-03 Total,1423,1.7,10.7,21.7,29.7,19.6,8.8,3.7,4.1,4.2,00111
44,33.0,4.0,XXX,XX,XX,  Ward No-04 Total,717,0.4,9.1,20.5,31.5,21.6,7.7,4.3,4.9,4.4,00111
44,33.0,5.0,XXX,XX,XX,  Ward No-05 Total,1958,3.5,12.2,24.5,27.8,16.1,8.3,3.2,4.4,4.1,00111
44,33.0,6.0,XXX,XX,XX,  Ward No-06 Total,648,3.4,11.7,22.7,30.6,17.0,8.3,2.8,3.5,4.0,00111
44,33.0,7.0,XXX,XX,XX,  Ward No-07 Total,1473,3.5,11.8,23.0,30.1,16.8,7.0,3.6,4.2,4.0,00111
44,33.0,8.0,XXX,XX,XX,  Ward No-08 Total,825,1.5,9.3,20.4,28.2,19.5,10.4,5.0,5.7,4.4,00111
44,33.0,9.0,XXX,XX,XX,  Ward No-09 Total,1183,3.2,8.8,22.1,30.0,18.3,7.9,3.6,6.1,4.3,00111
44,33.0,10.0,XXX,XX,XX,  Bara Bazar Union Total,7542,1.6,9.1,20.7,29.1,20.5,10.0,4.5,4.5,4.3,00111
44,33.0,20.0,XXX,XX,XX,  Jamal Union Total,4251,2.8,12.1,23.1,28.0,17.7,8.6,3.6,4.1,4.1,00111
44,33.0,33.0,XXX,XX,XX,  Sundarpur Durgapur Union Total,4737,3.7,16.4,26.2,27.3,14.9,6.5,2.9,2.1,3.8,00111
44,33.0,40.0,XXX,XX,XX,  Kashtabhanga Union Total,4488,0.7,8.2,18.9,29.3,21.6,9.9,5.5,6.0,4.5,00111
44,33.0,47.0,XXX,XX,XX,  Kola Union Total,5416,2.3,10.9,22.7,29.2,19.0,8.9,3.1,4.0,4.2,00111
44,33.0,54.0,XXX,XX,XX,  Maliat Union Total,4334,2.3,12.5,22.9,28.9,18.7,8.8,3.0,2.8,4.0,00111
44,33.0,61.0,XXX,XX,XX,  Niamatpur Union Total,5184,1.5,13.0,23.6,29.2,17.4,8.3,3.6,3.5,4.1,00111
44,33.0,74.0,XXX,XX,XX,  Roygram Union Total,5728,1.6,8.9,20.9,30.8,19.7,8.9,4.6,4.7,4.3,00111
44,33.0,81.0,XXX,XX,XX,  Rakhalgachhi Union Total,5854,2.3,11.7,23.5,31.0,19.2,7.1,2.8,2.4,4.0,00111
44,33.0,88.0,XXX,XX,XX,  Simla Rokonpur Union Total,3625,1.8,10.2,23.5,29.4,19.6,8.7,3.9,3.0,4.1,00111
44,33.0,94.0,XXX,XX,XX,  Trilochanpur Union Total,6002,2.3,11.3,24.3,29.9,18.2,8.1,3.3,2.6,4.0,00111
44,42.0,XX.0,XXX,XX,XX,Kotchandpur Upazila Total,34220,2.1,10.5,22.9,30.9,18.4,8.5,3.5,3.2,4.1,00111
44,42.0,XX.0,XXX,XX,XX,  Kotchandpur Paurashava,7921,2.6,10.6,22.5,30.1,17.8,8.3,3.8,4.2,4.2,00111
44,42.0,1.0,XXX,XX,XX,  Ward No-01 Total,777,2.8,9.1,18.7,31.1,19.2,10.7,4.5,3.9,4.3,00111
44,42.0,2.0,XXX,XX,XX,  Ward No-02 Total,1339,2.9,12.2,22.9,30.3,16.7,7.4,4.1,3.5,4.1,00111
44,42.0,3.0,XXX,XX,XX,  Ward No-03 Total,889,3.6,11.5,24.0,27.2,17.9,8.8,2.9,4.2,4.1,00111
44,42.0,4.0,XXX,XX,XX,  Ward No-04 Total,928,1.9,10.3,22.5,30.8,16.5,8.5,4.8,4.5,4.2,00111
44,42.0,5.0,XXX,XX,XX,  Ward No-05 Total,862,1.6,8.4,20.5,31.2,20.8,8.5,4.1,5.0,4.3,00111
44,42.0,6.0,XXX,XX,XX,  Ward No-06 Total,599,2.0,9.5,24.9,29.7,17.5,8.0,3.8,4.5,4.2,00111
44,42.0,7.0,XXX,XX,XX,  Ward No-07 Total,1033,4.5,11.3,22.7,30.7,15.4,8.4,3.6,3.5,4.0,00111
44,42.0,8.0,XXX,XX,XX,  Ward No-08 Total,827,2.2,9.7,21.0,27.9,20.8,8.7,3.4,6.3,4.3,00111
44,42.0,9.0,XXX,XX,XX,  Ward No-09 Total,667,1.0,12.1,26.2,31.9,16.8,6.1,2.7,3.0,4.0,00111
44,42.0,13.0,XXX,XX,XX,  Baluhar Union Total,5006,1.7,10.0,23.0,31.7,18.7,8.7,3.1,3.0,4.1,00111
44,42.0,27.0,XXX,XX,XX,  Dora Union Total,5393,2.5,13.0,24.1,31.2,17.2,7.4,2.5,2.0,3.9,00111
44,42.0,40.0,XXX,XX,XX,  Elangi Union Total,4505,1.4,9.0,22.3,31.6,19.5,8.8,3.8,3.6,4.2,00111
44,42.0,67.0,XXX,XX,XX,  Kushna Union Total,6085,2.2,10.4,22.8,31.8,18.0,8.5,3.5,2.8,4.1,00111
44,42.0,81.0,XXX,XX,XX,  Sabdalpur Union Total,5310,1.8,9.3,22.9,29.7,19.8,9.2,3.9,3.4,4.2,00111
44,71.0,XX.0,XXX,XX,XX,Maheshpur Upazila Total,79692,2.3,10.4,22.6,29.5,19.0,8.8,4.0,3.6,4.2,00111
44,71.0,XX.0,XXX,XX,XX,  Maheshpur Paurashava,6647,1.9,10.0,24.4,30.4,18.3,8.2,3.5,3.2,4.1,00111
44,71.0,1.0,XXX,XX,XX,  Ward No-01 Total,701,0.3,7.8,26.1,29.8,20.8,8.3,3.3,3.6,4.2,00111
44,71.0,2.0,XXX,XX,XX,  Ward No-02 Total,569,1.8,12.0,26.0,29.9,17.2,8.6,3.2,1.4,3.9,00111
