ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism,check_var
79.0,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,175678,1.7,0.3,0.3,0.1,0.7,0.2,0.1,00110
79.0,76.0,52.0,XXX,XX,01,  Nazirpur Union,14625,1.9,0.1,0.3,0.1,1.2,0.1,0.1,00110
79.0,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,103414,2.4,0.3,0.5,0.3,1.0,0.3,0.1,00110
79.0,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,163008,2.0,0.3,0.4,0.2,0.8,0.2,0.1,00110
79.0,87.0,76.0,XXX,XX,01,  Sohagdal Union,17879,2.4,0.2,0.7,0.3,0.8,0.3,0.1,00110
79.0,87.0,85.0,XXX,XX,01,  Sutiakati Union,15586,1.9,0.2,0.3,0.1,1.0,0.3,0.0,00110
79.0,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,10557,1.9,0.3,0.3,0.2,0.9,0.2,0.0,00110
79.0,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,71148,2.1,0.2,0.6,0.2,0.8,0.2,0.1,00110
79.0,90.0,51.0,XXX,XX,01,  Pattashi Union,22261,1.6,0.2,0.5,0.1,0.6,0.1,0.0,00110
9.0,XX.0,XX.0,XXX,XX,01, Bhola Zila,1533478,1.5,0.2,0.3,0.1,0.6,0.1,0.1,00110
9.0,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,343277,1.4,0.2,0.3,0.1,0.6,0.1,0.1,00110
9.0,18.0,12.0,XXX,XX,01,  Alinagar Union,15929,1.7,0.3,0.4,0.1,0.6,0.2,0.1,00110
9.0,18.0,14.0,XXX,XX,01,  Bapta Union,5634,1.6,0.2,0.3,0.0,0.8,0.3,0.1,00110
9.0,18.0,36.0,XXX,XX,01,  Dhania Union,24113,1.8,0.2,0.2,0.1,1.0,0.1,0.1,00110
9.0,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,195459,1.5,0.2,0.3,0.1,0.6,0.1,0.1,00110
9.0,21.0,16.0,XXX,XX,01,  Bara Manika Union,27046,2.5,0.3,0.5,0.2,1.2,0.1,0.2,00110
9.0,21.0,57.0,XXX,XX,01,  Kutba Union,6833,1.7,0.3,0.2,0.2,0.7,0.1,0.1,00110
9.0,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,413522,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
9.0,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,151839,1.6,0.3,0.3,0.2,0.6,0.1,0.1,00110
9.0,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,247823,1.2,0.2,0.3,0.1,0.5,0.1,0.1,00110
9.0,65.0,XX.0,XXX,XX,01,  Manpura Upazila,75559,1.8,0.2,0.4,0.2,0.8,0.1,0.1,00110
9.0,65.0,23.0,XXX,XX,01,  Hajirhat Union,24467,2.7,0.3,0.7,0.2,1.3,0.1,0.1,00110
9.0,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,105999,1.1,0.3,0.3,0.1,0.3,0.1,0.1,00110
9.0,91.0,57.0,XXX,XX,01,  Chandpur Union,21866,0.9,0.2,0.2,0.1,0.2,0.1,0.0,00110
4.0,XX.0,XX.0,XXX,XX,01, Barguna Zila,789687,2.2,0.3,0.4,0.2,0.9,0.2,0.1,00110
4.0,9.0,XX.0,XXX,XX,01,  Amtali Upazila,248994,2.1,0.3,0.4,0.2,0.9,0.2,0.1,00110
4.0,9.0,13.0,XXX,XX,01,  Amtali Union,19658,2.7,0.3,0.5,0.2,1.2,0.2,0.1,00110
4.0,19.0,XX.0,XXX,XX,01,  Bamna Upazila,71820,2.3,0.3,0.5,0.2,0.9,0.2,0.1,00110
4.0,19.0,23.0,XXX,XX,01,  Bamna Union,12341,2.6,0.4,0.4,0.3,1.0,0.3,0.2,00110
4.0,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,229108,2.2,0.3,0.5,0.2,0.9,0.2,0.1,00110
4.0,47.0,XX.0,XXX,XX,01,  Betagi Upazila,104359,1.9,0.2,0.3,0.2,0.9,0.2,0.1,00110
4.0,47.0,11.0,XXX,XX,01,  Betagi Union,13175,1.4,0.2,0.3,0.2,0.6,0.1,0.1,00110
4.0,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,135406,2.4,0.3,0.5,0.2,1.1,0.2,0.1,00110
4.0,85.0,23.0,XXX,XX,01,  Kakchira Union,16985,2.3,0.2,0.5,0.3,1.0,0.2,0.1,00110
4.0,85.0,35.0,XXX,XX,01,  Kalmegha Union,18649,1.7,0.2,0.4,0.2,0.8,0.2,0.1,00110
4.0,85.0,71.0,XXX,XX,01,  Patharghata Union,28127,3.9,0.3,0.9,0.4,2.0,0.2,0.1,00110
52.0,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,1126890,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
52.0,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,205441,1.9,0.2,0.4,0.2,0.7,0.2,0.1,00110
52.0,2.0,10.0,XXX,XX,01,  Bhadai Union,6463,1.1,0.3,0.2,0.1,0.4,0.1,0.0,00110
52.0,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,233927,1.4,0.2,0.3,0.2,0.5,0.2,0.1,00110
52.0,33.0,76.0,XXX,XX,01,  Shingimari Union,23146,1.3,0.2,0.3,0.1,0.5,0.2,0.0,00110
52.0,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,226628,1.7,0.2,0.3,0.3,0.6,0.2,0.1,00110
52.0,39.0,95.0,XXX,XX,01,  Tushbhandar Union,29047,1.9,0.2,0.4,0.4,0.6,0.2,0.1,00110
52.0,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,272844,1.8,0.2,0.4,0.2,0.6,0.2,0.1,00110
52.0,70.0,XX.0,XXX,XX,01,  Patgram Upazila,188050,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
77.0,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,892495,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
77.0,4.0,XX.0,XXX,XX,01,  Atwari Upazila,122376,1.5,0.2,0.2,0.2,0.7,0.1,0.1,00110
77.0,4.0,67.0,XXX,XX,01,  Radhanagar Union,13076,1.4,0.2,0.3,0.2,0.6,0.2,0.1,00110
77.0,4.0,81.0,XXX,XX,01,  Taria Union,20793,2.1,0.3,0.5,0.2,0.9,0.1,0.1,00110
77.0,25.0,XX.0,XXX,XX,01,  Boda Upazila,215094,1.4,0.2,0.2,0.2,0.6,0.2,0.1,00110
77.0,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,21071,2.0,0.2,0.3,0.2,0.9,0.2,0.1,00110
77.0,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,209408,1.3,0.2,0.2,0.2,0.5,0.2,0.1,00110
77.0,34.0,47.0,XXX,XX,01,  Debiganj Union,13562,1.2,0.2,0.1,0.2,0.4,0.2,0.1,00110
77.0,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,225669,2.1,0.2,0.3,0.2,1.0,0.2,0.2,00110
77.0,73.0,36.0,XXX,XX,01,  Dhakkamara Union,25104,4.1,0.2,0.9,0.4,2.1,0.2,0.2,00110
77.0,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,119948,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
77.0,90.0,81.0,XXX,XX,01,  Tentulia Union,14699,2.3,0.2,0.4,0.3,1.0,0.3,0.1,00110
85.0,XX.0,XX.0,XXX,XX,01, Rangpur Zila,2438373,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
85.0,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,262460,1.2,0.2,0.2,0.1,0.4,0.2,0.1,00110
85.0,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,285524,1.7,0.2,0.3,0.2,0.6,0.2,0.1,00110
85.0,27.0,31.0,XXX,XX,01,  Gangachara Union,26939,1.5,0.2,0.2,0.2,0.7,0.2,0.1,00110
85.0,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,166380,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
85.0,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,417544,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
85.0,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,501071,1.8,0.2,0.3,0.2,0.7,0.2,0.1,00110
85.0,58.0,49.0,XXX,XX,01,  Durgapur Union,43676,1.5,0.2,0.3,0.1,0.5,0.2,0.1,00110
85.0,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,300282,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
85.0,73.0,76.0,XXX,XX,01,  Pirgachha Union,31802,1.6,0.2,0.2,0.2,0.7,0.3,0.1,00110
85.0,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,370506,1.7,0.2,0.3,0.2,0.6,0.2,0.1,00110
85.0,76.0,69.0,XXX,XX,01,  Pirganj Union,22503,1.8,0.2,0.3,0.2,0.7,0.2,0.1,00110
85.0,76.0,75.0,XXX,XX,01,  Roypur Union,20357,1.1,0.2,0.1,0.1,0.5,0.2,0.0,00110
85.0,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,134606,1.4,0.2,0.3,0.2,0.5,0.2,0.1,00110
85.0,92.0,71.0,XXX,XX,01,  Kursha Union,22120,1.0,0.2,0.1,0.1,0.4,0.2,0.1,00110
49.0,XX.0,XX.0,XXX,XX,01, Kurigram Zila,1742779,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
49.0,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,201855,2.0,0.3,0.3,0.3,0.8,0.2,0.1,00110
49.0,6.0,19.0,XXX,XX,01,  Bhurungamari Union,17502,1.8,0.2,0.3,0.2,0.8,0.2,0.1,00110
49.0,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,58676,1.3,0.2,0.3,0.1,0.4,0.1,0.1,00110
49.0,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,19826,1.0,0.2,0.3,0.1,0.3,0.1,0.0,00110
49.0,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,77626,1.2,0.2,0.3,0.1,0.4,0.1,0.1,00110
49.0,9.0,83.0,XXX,XX,01,  Thanahat Union,21991,1.3,0.2,0.3,0.2,0.5,0.1,0.1,00110
49.0,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,147355,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
49.0,18.0,40.0,XXX,XX,01,  Phulbari Union,19061,2.1,0.2,0.4,0.3,0.9,0.2,0.1,00110
49.0,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,231598,1.6,0.3,0.3,0.2,0.6,0.2,0.1,00110
49.0,52.0,17.0,XXX,XX,01,  Belgachha Union,22438,1.1,0.2,0.1,0.1,0.4,0.2,0.0,00110
49.0,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,331969,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
49.0,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,173689,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
49.0,77.0,21.0,XXX,XX,01,  Chakirpashar Union,23126,1.7,0.2,0.4,0.3,0.5,0.2,0.0,00110
49.0,77.0,73.0,XXX,XX,01,  Rajarhat Union,29364,1.7,0.3,0.3,0.3,0.6,0.2,0.1,00110
49.0,79.0,XX.0,XXX,XX,01,  Raumari Upazila,170737,1.7,0.2,0.3,0.2,0.6,0.2,0.1,00110
49.0,79.0,71.0,XXX,XX,01,  Raumari Union,20857,2.4,0.2,0.5,0.3,1.0,0.3,0.1,00110
49.0,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,349274,1.5,0.2,0.3,0.2,0.6,0.2,0.1,00110
32.0,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,2168731,2.0,0.2,0.5,0.2,0.7,0.2,0.1,00110
32.0,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,158933,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
32.0,21.0,47.0,XXX,XX,01,  Gazaria Union,12921,2.8,0.3,0.7,0.3,1.1,0.2,0.1,00110
32.0,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,343179,2.6,0.2,0.9,0.3,0.9,0.2,0.1,00110
32.0,24.0,14.0,XXX,XX,01,  Ballamjhar Union,40377,1.7,0.3,0.3,0.2,0.7,0.2,0.0,00110
32.0,24.0,21.0,XXX,XX,01,  Boali Union,34765,2.5,0.2,0.9,0.3,0.8,0.3,0.1,00110
32.0,24.0,58.0,XXX,XX,01,  Kholahati Union,25965,3.0,0.3,1.2,0.2,1.0,0.2,0.1,00110
32.0,24.0,85.0,XXX,XX,01,  Mollar Char Union,6451,1.6,0.1,0.4,0.1,0.8,0.1,0.1,00110
32.0,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,476281,2.0,0.2,0.5,0.2,0.7,0.2,0.1,00110
32.0,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,222133,1.8,0.2,0.4,0.2,0.8,0.2,0.1,00110
32.0,67.0,85.0,XXX,XX,01,  Palashbari Union,13372,2.0,0.4,0.4,0.1,0.8,0.3,0.1,00110
32.0,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,275135,2.2,0.2,0.5,0.2,0.9,0.2,0.1,00110
32.0,82.0,13.0,XXX,XX,01,  Banagram Union,18923,1.9,0.2,0.4,0.2,0.7,0.3,0.1,00110
32.0,82.0,60.0,XXX,XX,01,  Jamalpur Union,27552,1.7,0.4,0.3,0.1,0.7,0.2,0.1,00110
32.0,88.0,XX.0,XXX,XX,01,  Saghata Upazila,251936,2.4,0.2,0.5,0.2,0.8,0.2,0.4,00110
32.0,88.0,19.0,XXX,XX,01,  Bonar Para Union,22574,1.6,0.3,0.4,0.2,0.5,0.2,0.1,00110
32.0,88.0,85.0,XXX,XX,01,  Saghata Union,16709,5.7,0.3,0.7,0.3,2.4,0.3,1.6,00110
32.0,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,441134,1.4,0.2,0.3,0.1,0.6,0.2,0.1,00110
32.0,91.0,31.0,XXX,XX,01,  Dahabanda Union,19825,1.0,0.2,0.1,0.1,0.3,0.2,0.1,00110
73.0,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,1544257,1.6,0.2,0.2,0.2,0.7,0.2,0.1,00110
73.0,12.0,XX.0,XXX,XX,01,  Dimla Upazila,263719,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
73.0,12.0,19.0,XXX,XX,01,  Dimla Union,25855,1.4,0.2,0.2,0.2,0.5,0.3,0.0,00110
73.0,15.0,XX.0,XXX,XX,01,  Domar Upazila,209256,1.5,0.2,0.3,0.2,0.6,0.2,0.1,00110
73.0,15.0,19.0,XXX,XX,01,  Bhogdabari Union,27941,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
73.0,15.0,28.0,XXX,XX,01,  Boragari Union,21483,1.0,0.1,0.2,0.1,0.4,0.1,0.0,00110
73.0,15.0,38.0,XXX,XX,01,  Domar Union,10971,1.4,0.2,0.2,0.2,0.5,0.2,0.1,00110
73.0,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,294461,1.1,0.2,0.1,0.1,0.4,0.1,0.1,00110
73.0,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,252625,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
73.0,45.0,51.0,XXX,XX,01,  Kishoreganj Union,27554,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
73.0,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,389776,2.1,0.2,0.3,0.1,1.2,0.2,0.1,00110
73.0,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,134420,1.5,0.2,0.3,0.2,0.6,0.2,0.1,00110
73.0,85.0,23.0,XXX,XX,01,  Bangalipur Union,16938,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
94.0,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,1228733,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
94.0,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,179703,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
94.0,8.0,21.0,XXX,XX,01,  Barabari Union,16647,0.8,0.1,0.1,0.1,0.3,0.1,0.1,00110
94.0,8.0,73.0,XXX,XX,01,  Duosuo Union,20023,2.4,0.6,0.3,0.1,1.0,0.4,0.1,00110
94.0,51.0,XX.0,XXX,XX,01,  Haripur Upazila,140659,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
94.0,51.0,81.0,XXX,XX,01,  Haripur Union,17004,2.9,0.3,0.8,0.5,1.0,0.2,0.1,00110
94.0,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,215835,2.1,0.3,0.6,0.2,0.8,0.2,0.1,00110
94.0,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,204522,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
94.0,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,488014,1.4,0.2,0.3,0.2,0.6,0.2,0.1,00110
94.0,94.0,52.0,XXX,XX,01,  Jamalpur Union,19586,3.1,0.3,1.2,0.3,1.1,0.2,0.0,00110
94.0,94.0,58.0,XXX,XX,01,  Mohammadpur Union,17499,1.1,0.2,0.2,0.1,0.5,0.1,0.1,00110
94.0,94.0,68.0,XXX,XX,01,  Rahimanpur Union,29024,1.8,0.2,0.4,0.3,0.7,0.2,0.1,00110
27.0,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,2536429,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
27.0,10.0,XX.0,XXX,XX,01,  Birampur Upazila,123267,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
27.0,10.0,71.0,XXX,XX,01,  Khanpur Union,17575,2.0,0.2,0.3,0.2,1.0,0.2,0.1,00110
27.0,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,7772,2.4,0.2,0.4,0.2,1.3,0.1,0.1,00110
27.0,12.0,XX.0,XXX,XX,01,  Birganj Upazila,297786,1.4,0.2,0.2,0.2,0.5,0.2,0.1,00110
27.0,17.0,XX.0,XXX,XX,01,  Biral Upazila,248866,1.3,0.2,0.2,0.1,0.6,0.1,0.1,00110
27.0,17.0,28.0,XXX,XX,01,  Biral Union,25677,1.0,0.2,0.1,0.1,0.5,0.1,0.1,00110
27.0,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,132714,1.5,0.2,0.3,0.2,0.6,0.2,0.0,00110
27.0,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,283817,1.7,0.3,0.4,0.2,0.6,0.2,0.1,00110
27.0,30.0,13.0,XXX,XX,01,  Abdulpur Union,30848,1.2,0.2,0.2,0.1,0.4,0.2,0.1,00110
27.0,38.0,XX.0,XXX,XX,01,  Fulbari Upazila,141237,2.0,0.2,0.5,0.2,0.7,0.2,0.1,00110
27.0,43.0,XX.0,XXX,XX,01,  Ghoraghat Upazila,94186,2.2,0.3,0.5,0.2,0.9,0.2,0.1,00110
27.0,43.0,38.0,XXX,XX,01,  Ghoraghat Union,10515,3.6,0.2,0.9,0.4,1.4,0.3,0.3,00110
27.0,47.0,XX.0,XXX,XX,01,  Hakimpur Upazila,64188,2.1,0.3,0.5,0.3,0.8,0.2,0.1,00110
27.0,56.0,XX.0,XXX,XX,01,  Kaharole Upazila,147077,1.5,0.2,0.2,0.2,0.6,0.2,0.1,00110
27.0,56.0,31.0,XXX,XX,01,  Mukundapur Union,23575,1.8,0.3,0.3,0.2,0.8,0.2,0.1,00110
27.0,60.0,XX.0,XXX,XX,01,  Khansama Upazila,162791,1.3,0.2,0.3,0.1,0.5,0.1,0.1,00110
27.0,60.0,15.0,XXX,XX,01,  Alokjhari Union,24715,1.1,0.2,0.1,0.1,0.4,0.1,0.0,00110
27.0,64.0,XX.0,XXX,XX,01,  Dinajpur Sadar Upazila,293268,1.2,0.2,0.2,0.1,0.5,0.2,0.1,00110
27.0,64.0,69.0,XXX,XX,01,  Shashara Union,24279,0.6,0.2,0.1,0.0,0.2,0.1,0.0,00110
27.0,64.0,77.0,XXX,XX,01,  Sekhpura Union,30319,0.6,0.1,0.1,0.0,0.2,0.1,0.0,00110
27.0,69.0,XX.0,XXX,XX,01,  Nawabganj Upazila,222112,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
27.0,69.0,17.0,XXX,XX,01,  Binodnagar Union,29277,2.3,0.3,0.4,0.3,1.0,0.2,0.1,00110
27.0,69.0,43.0,XXX,XX,01,  Golapganj Union,27697,2.0,0.2,0.4,0.2,0.9,0.2,0.1,00110
27.0,77.0,XX.0,XXX,XX,01,  Parbatipur Upazila,325120,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
27.0,77.0,86.0,XXX,XX,01,  Rampur Union,26134,2.0,0.2,0.4,0.1,1.0,0.2,0.1,00110
10.0,XX.0,XX.0,XXX,XX,01, Bogra Zila,2730486,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
10.0,6.0,XX.0,XXX,XX,01,  Adamdighi Upazila,155240,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
10.0,6.0,13.0,XXX,XX,01,  Adam Dighi Union,22137,1.4,0.2,0.4,0.1,0.5,0.2,0.0,00110
10.0,20.0,XX.0,XXX,XX,01,  Bogra Sadar Upazila,204617,2.0,0.2,0.4,0.2,0.8,0.3,0.1,00110
10.0,27.0,XX.0,XXX,XX,01,  Dhunat Upazila,269731,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
10.0,27.0,38.0,XXX,XX,01,  Dhunat Union,19348,1.9,0.2,0.5,0.1,0.7,0.3,0.1,00110
10.0,33.0,XX.0,XXX,XX,01,  Dhupchanchia Upazila,154272,1.6,0.2,0.4,0.1,0.7,0.2,0.1,00110
10.0,40.0,XX.0,XXX,XX,01,  Gabtali Upazila,298133,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
10.0,54.0,XX.0,XXX,XX,01,  Kahaloo Upazila,208489,1.5,0.2,0.3,0.2,0.6,0.2,0.0,00110
10.0,67.0,XX.0,XXX,XX,01,  Nandigram Upazila,162306,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
10.0,81.0,XX.0,XXX,XX,01,  Sariakandi Upazila,252176,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
10.0,85.0,XX.0,XXX,XX,01,  Shajahanpur Upazila,227664,1.2,0.2,0.2,0.1,0.5,0.2,0.0,00110
10.0,88.0,XX.0,XXX,XX,01,  Sherpur Upazila,278743,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
10.0,88.0,28.0,XXX,XX,01,  Garidaha Union,38481,1.6,0.2,0.5,0.1,0.6,0.2,0.1,00110
10.0,88.0,57.0,XXX,XX,01,  Kusumbi Union,33066,0.9,0.2,0.1,0.1,0.4,0.2,0.0,00110
10.0,88.0,77.0,XXX,XX,01,  Shah-Bandegi Union,27251,0.8,0.1,0.1,0.0,0.4,0.2,0.1,00110
10.0,94.0,XX.0,XXX,XX,01,  Shibganj Upazila,357057,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
10.0,95.0,XX.0,XXX,XX,01,  Sonatola Upazila,162058,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
88.0,XX.0,XX.0,XXX,XX,01, Sirajganj Zila,2660912,1.6,0.2,0.4,0.2,0.6,0.2,0.1,00110
88.0,11.0,XX.0,XXX,XX,01,  Belkuchi Upazila,277471,1.3,0.2,0.3,0.1,0.5,0.1,0.1,00110
88.0,27.0,XX.0,XXX,XX,01,  Chauhali Upazila,138895,1.7,0.2,0.5,0.2,0.6,0.1,0.1,00110
88.0,27.0,27.0,XXX,XX,01,  Khas Kaulia Union,3565,1.5,0.2,0.4,0.2,0.4,0.3,0.1,00110
88.0,27.0,47.0,XXX,XX,01,  Sadia Chandpur Union,22387,3.2,0.2,1.1,0.3,1.4,0.2,0.1,00110
88.0,44.0,XX.0,XXX,XX,01,  Kamarkhanda Upazila,128732,2.0,0.2,0.4,0.2,0.8,0.3,0.1,00110
88.0,44.0,38.0,XXX,XX,01,  Jamtail Union,29579,1.8,0.3,0.3,0.2,0.7,0.3,0.2,00110
88.0,50.0,XX.0,XXX,XX,01,  Kazipur Upazila,258139,2.2,0.3,0.5,0.2,0.8,0.2,0.1,00110
88.0,50.0,25.0,XXX,XX,01,  Gandail Union,26789,2.1,0.2,0.4,0.2,0.9,0.2,0.1,00110
88.0,50.0,77.0,XXX,XX,01,  Sonamukhi Union,32361,1.3,0.2,0.2,0.2,0.6,0.2,0.1,00110
88.0,61.0,XX.0,XXX,XX,01,  Royganj Upazila,298776,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
88.0,61.0,38.0,XXX,XX,01,  Dhangara Union,27393,1.0,0.2,0.1,0.1,0.4,0.1,0.1,00110
88.0,67.0,XX.0,XXX,XX,01,  Shahjadpur Upazila,489709,1.6,0.2,0.5,0.1,0.6,0.2,0.1,00110
88.0,67.0,14.0,XXX,XX,01,  Gala Union,26426,1.3,0.2,0.3,0.2,0.4,0.2,0.0,00110
88.0,78.0,XX.0,XXX,XX,01,  Sirajganj Sadar Upazila,387955,2.0,0.2,0.6,0.2,0.7,0.2,0.1,00110
88.0,78.0,16.0,XXX,XX,01,  Baghbati Union,44728,1.5,0.2,0.1,0.1,0.8,0.1,0.1,00110
88.0,89.0,XX.0,XXX,XX,01,  Tarash Upazila,188772,1.3,0.2,0.2,0.1,0.6,0.2,0.1,00110
88.0,89.0,84.0,XXX,XX,01,  Tarash Union,18197,1.2,0.1,0.2,0.1,0.6,0.1,0.1,00110
88.0,94.0,XX.0,XXX,XX,01,  Ullah Para Upazila,492463,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
81.0,XX.0,XX.0,XXX,XX,01, Rajshahi Zila,1740578,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
81.0,10.0,XX.0,XXX,XX,01,  Bagha Upazila,140010,1.9,0.2,0.4,0.2,0.8,0.2,0.0,00110
81.0,12.0,XX.0,XXX,XX,01,  Baghmara Upazila,316450,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
81.0,12.0,50.0,XXX,XX,01,  Ganipur Union,34154,1.8,0.2,0.5,0.2,0.8,0.2,0.0,00110
81.0,25.0,XX.0,XXX,XX,01,  Charghat Upazila,168379,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
81.0,31.0,XX.0,XXX,XX,01,  Durgapur Upazila,157726,1.5,0.2,0.2,0.1,0.7,0.2,0.1,00110
81.0,31.0,11.0,XXX,XX,01,  Deluabari Union,23227,1.8,0.2,0.6,0.1,0.7,0.2,0.1,00110
81.0,34.0,XX.0,XXX,XX,01,  Godagari Upazila,269748,1.7,0.2,0.3,0.1,0.7,0.2,0.1,00110
81.0,34.0,57.0,XXX,XX,01,  Matikata Union,40277,1.9,0.2,0.4,0.2,0.8,0.3,0.1,00110
81.0,53.0,XX.0,XXX,XX,01,  Mohanpur Upazila,140161,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
81.0,53.0,13.0,XXX,XX,01,  Bakshimail Union,16589,1.4,0.3,0.2,0.1,0.6,0.1,0.1,00110
