ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
12.0,85.0,XX.0,XXX,XX,02,  Nabinagar Upazila,22125,21114,10558,9797,11567,11317,51.2,51.9,50.5,00110
51.0,XX.0,XX.0,XXX,XX,02, Lakshmipur Zila,95303,59350,47983,28575,47320,30775,61.6,62.7,60.6,00110
51.0,43.0,XX.0,XXX,XX,02,  Lakshmipur Sadar Upazila,45226,25569,23503,12389,21723,13180,63.9,65.5,62.2,00110
51.0,58.0,XX.0,XXX,XX,02,  Roypur Upazila,15982,10309,7791,5007,8191,5302,60.8,60.9,60.7,00110
51.0,65.0,XX.0,XXX,XX,02,  Ramganj Upazila,23844,13958,11400,6635,12444,7323,63.1,63.2,63.0,00110
51.0,73.0,XX.0,XXX,XX,02,  Ramgati Upazila,10251,9514,5289,4544,4962,4970,51.9,53.8,50.0,00110
46.0,XX.0,XX.0,XXX,XX,02, Khagrachhari Zila,54008,28457,30690,13133,23318,15324,65.5,70.0,60.3,00110
46.0,49.0,XX.0,XXX,XX,02,  Khagrachhari Sadar Upazila,29286,11957,17011,5512,12275,6445,71.0,75.5,65.6,00110
46.0,70.0,XX.0,XXX,XX,02,  Matiranga Upazila,12104,7932,6614,3675,5490,4257,60.4,64.3,56.3,00110
46.0,80.0,XX.0,XXX,XX,02,  Ramgarh Upazila,12618,8568,7065,3946,5553,4622,59.6,64.2,54.6,00110
22.0,XX.0,XX.0,XXX,XX,02, Cox's Bazar Zila,134024,110912,76257,58279,57767,52633,54.7,56.7,52.3,00110
22.0,16.0,XX.0,XXX,XX,02,  Chakoria Upazila,36697,23212,19313,11544,17384,11668,61.3,62.6,59.8,00110
22.0,24.0,XX.0,XXX,XX,02,  Cox's Bazar Sadar Upazila,78968,62758,46260,34698,32708,28060,55.7,57.1,53.8,00110
22.0,49.0,XX.0,XXX,XX,02,  Maheshkhali Upazila,9970,12823,5497,6314,4473,6509,43.7,46.5,40.7,00110
22.0,90.0,XX.0,XXX,XX,02,  Teknaf Upazila,8389,12119,5187,5723,3202,6396,40.9,47.5,33.4,00110
15.0,XX.0,XX.0,XXX,XX,02, Chittagong Zila,1750688,840368,957704,402746,792984,437622,67.6,70.4,64.4,00110
15.0,8.0,XX.0,XXX,XX,02,  Banshkhali Upazila,12798,17436,6413,8207,6385,9229,42.3,43.9,40.9,00110
15.0,18.0,XX.0,XXX,XX,02,  Chandanaish  Upazila,18283,11505,8915,5311,9368,6194,61.4,62.7,60.2,00110
15.0,37.0,XX.0,XXX,XX,02,  Hathazari Upazila,60,0,60,0,0,0,100.0,100.0,0.0,00110
15.0,53.0,XX.0,XXX,XX,02,  Mirsharai Upazila,13920,9958,7117,4565,6803,5393,58.3,60.9,55.8,00110
15.0,61.0,XX.0,XXX,XX,02,  Patiya Upazila,30669,17014,16775,8477,13894,8537,64.3,66.4,61.9,00110
15.0,70.0,XX.0,XXX,XX,02,  Rangunia Upazila,16839,11142,8393,5375,8446,5767,60.2,61.0,59.4,00110
15.0,74.0,XX.0,XXX,XX,02,  Raozan Upazila,32495,18850,16185,9384,16310,9466,63.3,63.3,63.3,00110
15.0,78.0,XX.0,XXX,XX,02,  Sandwip Upazila,17764,16834,8006,7721,9758,9113,51.3,50.9,51.7,00110
15.0,82.0,XX.0,XXX,XX,02,  Satkania Upazila,23044,14504,10704,6440,12340,8064,61.4,62.4,60.5,00110
15.0,86.0,XX.0,XXX,XX,02,  Sitakunda Upazila,24150,14728,12615,7008,11535,7720,62.1,64.3,59.9,00110
84.0,XX.0,XX.0,XXX,XX,02, Rangamati Zila,60683,24929,34053,11888,26630,13041,70.9,74.1,67.1,00110
84.0,7.0,XX.0,XXX,XX,02,  Baghaichhari Upazila,6837,5141,3884,2510,2953,2631,57.1,60.7,52.9,00110
84.0,87.0,XX.0,XXX,XX,02,  Rangamati Sadar Upazila,53846,19788,30169,9378,23677,10410,73.1,76.3,69.5,00110
30.0,XX.0,XX.0,XXX,XX,02, Feni Zila,159749,80195,82854,39913,76895,40282,66.6,67.5,65.6,00110
30.0,14.0,XX.0,XXX,XX,02,  Chhagalnaiya Upazila,24193,13986,12067,6693,12126,7293,63.4,64.3,62.4,00110
30.0,25.0,XX.0,XXX,XX,02,  Daganbhuiyan Upazila,17617,9463,8909,4615,8708,4848,65.1,65.9,64.2,00110
30.0,29.0,XX.0,XXX,XX,02,  Feni Sadar Upazila,92825,40414,49465,20997,43360,19417,69.7,70.2,69.1,00110
30.0,51.0,XX.0,XXX,XX,02,  Parshuram Upazila,14681,10142,7266,4734,7415,5408,59.1,60.6,57.8,00110
30.0,94.0,XX.0,XXX,XX,02,  Sonagazi Upazila,10433,6190,5147,2874,5286,3316,62.8,64.2,61.5,00110
75.0,XX.0,XX.0,XXX,XX,02, Noakhali Zila,207971,100388,105965,48198,102006,52190,67.4,68.7,66.1,00110
75.0,7.0,XX.0,XXX,XX,02,  Begumganj Upazila,45604,22230,24531,11373,21073,10857,67.2,68.3,65.9,00110
75.0,10.0,XX.0,XXX,XX,02,  Chatkhil Upazila,18644,7952,8857,3994,9787,3958,70.1,68.9,71.2,00110
75.0,21.0,XX.0,XXX,XX,02,  Companiganj Upazila,15549,9349,7805,4500,7744,4849,62.5,63.4,61.5,00110
75.0,36.0,XX.0,XXX,XX,02,  Hatiya Upazila,20616,15438,10361,6903,10255,8535,57.2,60.0,54.6,00110
75.0,47.0,XX.0,XXX,XX,02,  Kabirhat Upazila,8967,5557,4141,2567,4826,2990,61.7,61.7,61.7,00110
75.0,80.0,XX.0,XXX,XX,02,  Senbagh Upazila,10245,5868,4852,2834,5393,3034,63.6,63.1,64.0,00110
75.0,83.0,XX.0,XXX,XX,02,  Sonaimuri Upazila,17749,10887,8418,5240,9331,5647,62.0,61.6,62.3,00110
75.0,87.0,XX.0,XXX,XX,02,  Noakhali Sadar Upazila,70597,23107,37000,10787,33597,12320,75.3,77.4,73.2,00110
29.0,XX.0,XX.0,XXX,XX,02, Faridpur Zila,119311,50959,62665,23366,56646,27593,70.1,72.8,67.2,00110
29.0,10.0,XX.0,XXX,XX,02,  Bhanga Upazila,17759,11138,9122,5133,8637,6005,61.5,64.0,59.0,00110
29.0,18.0,XX.0,XXX,XX,02,  Boalmari Upazila,12954,10753,6547,5225,6407,5528,54.6,55.6,53.7,00110
29.0,47.0,XX.0,XXX,XX,02,  Faridpur Sadar Upazila,83109,24448,44099,10774,39010,13674,77.3,80.4,74.0,00110
29.0,62.0,XX.0,XXX,XX,02,  Nagarkanda Upazila,5489,4620,2897,2234,2592,2386,54.3,56.5,52.1,00110
72.0,XX.0,XX.0,XXX,XX,02, Netrakona Zila,96710,59162,50947,27916,45763,31246,62.0,64.6,59.4,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Upazila,12444,8246,6456,3945,5988,4301,60.1,62.1,58.2,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Upazila,9905,8636,5165,4100,4740,4536,53.4,55.7,51.1,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Upazila,6023,8302,3216,4055,2807,4247,42.0,44.2,39.8,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Upazila,15141,7876,7822,3685,7319,4191,65.8,68.0,63.6,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Sadar Upazila,53197,26102,28288,12131,24909,13971,67.1,70.0,64.1,00110
39.0,XX.0,XX.0,XXX,XX,02, Jamalpur Zila,153177,134601,80433,61738,72744,72863,53.2,56.6,50.0,00110
39.0,15.0,XX.0,XXX,XX,02,  Dewanganj Upazila,13672,18456,7233,8325,6439,10131,42.6,46.5,38.9,00110
39.0,29.0,XX.0,XXX,XX,02,  Islampur Upazila,15698,17100,8340,7803,7358,9297,47.9,51.7,44.2,00110
39.0,36.0,XX.0,XXX,XX,02,  Jamalpur Sadar Upazila,76844,46819,40241,21363,36603,25456,62.1,65.3,59.0,00110
39.0,58.0,XX.0,XXX,XX,02,  Madarganj Upazila,10816,16820,5556,7774,5260,9046,39.1,41.7,36.8,00110
39.0,61.0,XX.0,XXX,XX,02,  Melandaha Upazila,12233,14515,6690,6866,5543,7649,45.7,49.4,42.0,00110
39.0,85.0,XX.0,XXX,XX,02,  Sarishabari Upazila,23914,20891,12373,9607,11541,11284,53.4,56.3,50.6,00110
59.0,XX.0,XX.0,XXX,XX,02, Munshiganj Zila,62175,36845,32105,18386,30070,18459,62.8,63.6,62.0,00110
59.0,56.0,XX.0,XXX,XX,02,  Munshiganj Sadar Upazila,62175,36845,32105,18386,30070,18459,62.8,63.6,62.0,00110
35.0,XX.0,XX.0,XXX,XX,02, Gopalganj Zila,53738,19678,28116,9182,25622,10496,73.2,75.4,70.9,00110
35.0,32.0,XX.0,XXX,XX,02,  Gopalganj Sadar Upazila,34987,9516,18535,4361,16452,5155,78.6,81.0,76.1,00110
35.0,51.0,XX.0,XXX,XX,02,  Kotalipara Upazila,3839,1085,1949,512,1890,573,78.0,79.2,76.7,00110
35.0,58.0,XX.0,XXX,XX,02,  Muksudpur Upazila,10394,6426,5319,3004,5075,3422,61.8,63.9,59.7,00110
35.0,91.0,XX.0,XXX,XX,02,  Tungipara Upazila,4518,2651,2313,1305,2205,1346,63.0,63.9,62.1,00110
82.0,XX.0,XX.0,XXX,XX,02, Rajbari Zila,63348,27620,32986,12337,30362,15283,69.6,72.8,66.5,00110
82.0,29.0,XX.0,XXX,XX,02,  Goalanda Upazila,9500,6752,5010,3003,4490,3749,58.5,62.5,54.5,00110
82.0,73.0,XX.0,XXX,XX,02,  Pangsha Upazila,17063,8142,8812,3786,8251,4356,67.7,69.9,65.4,00110
82.0,76.0,XX.0,XXX,XX,02,  Rajbari Sadar Upazila,36785,12726,19164,5548,17621,7178,74.3,77.5,71.1,00110
61.0,XX.0,XX.0,XXX,XX,02, Mymensingh Zila,321375,156786,169246,74149,152129,82637,67.2,69.5,64.8,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Upazila,24245,8627,13134,4043,11111,4584,73.8,76.5,70.8,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Upazila,14056,11845,7356,5708,6700,6137,54.3,56.3,52.2,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Upazila,16853,8025,8519,3903,8334,4122,67.7,68.6,66.9,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Upazila,14205,7753,7411,3558,6794,4195,64.7,67.6,61.8,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Upazila,13906,10071,7404,4867,6502,5204,58.0,60.3,55.5,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Sadar Upazila,168720,59561,89715,27243,79005,32318,73.9,76.7,71.0,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Upazila,25528,16901,13175,8141,12353,8760,60.2,61.8,58.5,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Upazila,14642,12839,7301,6286,7341,6553,53.3,53.7,52.8,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Upazila,11509,9856,5911,4783,5598,5073,53.9,55.3,52.5,00110
61.0,94.0,XX.0,XXX,XX,02,  Trishal Upazila,17711,11308,9320,5617,8391,5691,61.0,62.4,59.6,00110
67.0,XX.0,XX.0,XXX,XX,02, Narayanganj Zila,523193,292009,283616,139770,239577,152239,64.2,67.0,61.1,00110
67.0,4.0,XX.0,XXX,XX,02,  Sonargaon Upazila,17620,10539,9267,5167,8353,5372,62.6,64.2,60.9,00110
67.0,6.0,XX.0,XXX,XX,02,  Bandar Upazila,88432,54606,46918,25577,41514,29029,61.8,64.7,58.8,00110
67.0,58.0,XX.0,XXX,XX,02,  Narayanganj Sadar Upazila,319593,152140,172394,71958,147199,80182,67.7,70.6,64.7,00110
67.0,68.0,XX.0,XXX,XX,02,  Rupganj Upazila,97548,74724,55037,37068,42511,37656,56.6,59.8,53.0,00110
33.0,XX.0,XX.0,XXX,XX,02, Gazipur Zila,598624,292361,336549,139878,262075,152483,67.2,70.6,63.2,00110
33.0,30.0,XX.0,XXX,XX,02,  Gazipur Sadar Upazila,409416,193173,229793,92179,179623,100994,67.9,71.4,64.0,00110
33.0,32.0,XX.0,XXX,XX,02,  Kaliakair Upazila,96502,43449,54761,20054,41741,23395,69.0,73.2,64.1,00110
33.0,34.0,XX.0,XXX,XX,02,  Kaliganj Upazila,23785,15782,13017,8270,10768,7512,60.1,61.2,58.9,00110
33.0,86.0,XX.0,XXX,XX,02,  Sreepur Upazila,68921,39957,38978,19375,29943,20582,63.3,66.8,59.3,00110
56.0,XX.0,XX.0,XXX,XX,02, Manikganj Zila,56289,29611,29193,13478,27096,16133,65.5,68.4,62.7,00110
56.0,46.0,XX.0,XXX,XX,02,  Manikganj Sadar Upazila,43453,19428,22714,8891,20739,10537,69.1,71.9,66.3,00110
56.0,82.0,XX.0,XXX,XX,02,  Singair Upazila,12836,10183,6479,4587,6357,5596,55.8,58.5,53.2,00110
26.0,XX.0,XX.0,XXX,XX,02, Dhaka Zila,4923460,1678118,2868515,831512,2054945,846606,74.6,77.5,70.8,00110
26.0,14.0,XX.0,XXX,XX,02,  Dhamrai Upazila,33238,16596,17705,7667,15533,8929,66.7,69.8,63.5,00110
26.0,18.0,XX.0,XXX,XX,02,  Dohar Upazila,19114,11948,9391,5602,9723,6346,61.5,62.6,60.5,00110
26.0,72.0,XX.0,XXX,XX,02,  Savar Upazila,195072,65526,108336,30230,86736,35296,74.9,78.2,71.1,00110
86.0,XX.0,XX.0,XXX,XX,02, Shariatpur Zila,60503,38391,30458,17902,30045,20489,61.2,63.0,59.5,00110
86.0,14.0,XX.0,XXX,XX,02,  Bhedarganj Upazila,4357,2595,2159,1228,2198,1367,62.7,63.7,61.7,00110
86.0,25.0,XX.0,XXX,XX,02,  Damudya Upazila,7870,4333,3757,1936,4113,2397,64.5,66.0,63.2,00110
86.0,65.0,XX.0,XXX,XX,02,  Naria Upazila,11787,7707,5599,3539,6188,4168,60.5,61.3,59.8,00110
86.0,69.0,XX.0,XXX,XX,02,  Shariatpur Sadar Upazila,26439,15867,13821,7539,12618,8328,62.5,64.7,60.2,00110
86.0,94.0,XX.0,XXX,XX,02,  Zanjira Upazila,10050,7889,5122,3660,4928,4229,56.0,58.3,53.8,00110
54.0,XX.0,XX.0,XXX,XX,02, Madaripur Zila,72593,37312,37059,16859,35534,20453,66.1,68.7,63.5,00110
54.0,40.0,XX.0,XXX,XX,02,  Kalkini Upazila,19453,15712,9891,7244,9562,8468,55.3,57.7,53.0,00110
54.0,54.0,XX.0,XXX,XX,02,  Madaripur Sadar Upazila,39592,14574,20348,6427,19244,8147,73.1,76.0,70.3,00110
54.0,87.0,XX.0,XXX,XX,02,  Shib Char Upazila,13548,7026,6820,3188,6728,3838,65.9,68.1,63.7,00110
93.0,XX.0,XX.0,XXX,XX,02, Tangail Zila,257173,151565,136468,69512,120705,82053,62.9,66.3,59.5,00110
93.0,19.0,XX.0,XXX,XX,02,  Bhuapur Upazila,14638,10173,7730,4799,6908,5374,59.0,61.7,56.2,00110
93.0,25.0,XX.0,XXX,XX,02,  Dhanbari Upazila,16255,14835,8170,7011,8085,7824,52.3,53.8,50.8,00110
93.0,28.0,XX.0,XXX,XX,02,  Ghatail Upazila,22281,8608,13502,3905,8779,4703,72.1,77.6,65.1,00110
93.0,38.0,XX.0,XXX,XX,02,  Gopalpur Upazila,21352,21816,10947,10224,10405,11592,49.5,51.7,47.3,00110
93.0,47.0,XX.0,XXX,XX,02,  Kalihati Upazila,17156,14981,9434,6724,7722,8257,53.4,58.4,48.3,00110
93.0,57.0,XX.0,XXX,XX,02,  Madhupur Upazila,27628,21137,14618,10289,13010,10848,56.7,58.7,54.5,00110
93.0,66.0,XX.0,XXX,XX,02,  Mirzapur Upazila,17456,7600,8045,3284,9411,4316,69.7,71.0,68.6,00110
93.0,85.0,XX.0,XXX,XX,02,  Sakhipur Upazila,14854,10921,7629,5133,7225,5788,57.6,59.8,55.5,00110
93.0,95.0,XX.0,XXX,XX,02,  Tangail Sadar Upazila,105553,41494,56393,18143,49160,23351,71.8,75.7,67.8,00110
48.0,XX.0,XX.0,XXX,XX,02, Kishoreganj Zila,199837,145192,101754,69690,98083,75502,57.9,59.4,56.5,00110
48.0,6.0,XX.0,XXX,XX,02,  Bajitpur Upazila,17918,11737,9358,5504,8560,6233,60.4,63.0,57.9,00110
48.0,11.0,XX.0,XXX,XX,02,  Bhairab Upazila,53078,45965,27509,22507,25569,23458,53.6,55.0,52.2,00110
48.0,27.0,XX.0,XXX,XX,02,  Hossainpur Upazila,9588,9872,4778,4803,4810,5069,49.3,49.9,48.7,00110
48.0,42.0,XX.0,XXX,XX,02,  Karimganj Upazila,11596,10944,5790,5115,5806,5829,51.4,53.1,49.9,00110
48.0,45.0,XX.0,XXX,XX,02,  Katiadi Upazila,16285,17512,7818,8305,8467,9207,48.2,48.5,47.9,00110
48.0,49.0,XX.0,XXX,XX,02,  Kishoreganj Sadar Upazila,65403,24764,33799,11671,31604,13093,72.5,74.3,70.7,00110
48.0,54.0,XX.0,XXX,XX,02,  Kuliar Char Upazila,11471,14917,5816,7138,5655,7779,43.5,44.9,42.1,00110
48.0,79.0,XX.0,XXX,XX,02,  Pakundia Upazila,14498,9481,6886,4647,7612,4834,60.5,59.7,61.2,00110
89.0,XX.0,XX.0,XXX,XX,02, Sherpur Zila,82606,73041,43318,34649,39288,38392,53.1,55.6,50.6,00110
89.0,67.0,XX.0,XXX,XX,02,  Nakla Upazila,14674,13220,7396,6112,7278,7108,52.6,54.8,50.6,00110
89.0,70.0,XX.0,XXX,XX,02,  Nalitabari Upazila,12788,10467,6652,5017,6136,5450,55.0,57.0,53.0,00110
89.0,88.0,XX.0,XXX,XX,02,  Sherpur Sadar Upazila,47523,37046,25150,17652,22373,19394,56.2,58.8,53.6,00110
89.0,90.0,XX.0,XXX,XX,02,  Sreebardi Upazila,7621,12308,4120,5868,3501,6440,38.2,41.2,35.2,00110
68.0,XX.0,XX.0,XXX,XX,02, Narsingdi Zila,197664,105833,106262,51813,91402,54020,65.1,67.2,62.9,00110
68.0,52.0,XX.0,XXX,XX,02,  Manohardi Upazila,9751,5501,4793,2625,4958,2876,63.9,64.6,63.3,00110
68.0,60.0,XX.0,XXX,XX,02,  Narsingdi Sadar Upazila,112940,54794,62223,27488,50717,27306,67.3,69.4,65.0,00110
68.0,63.0,XX.0,XXX,XX,02,  Palash Upazila,49621,24899,26820,12014,22801,12885,66.6,69.1,63.9,00110
68.0,64.0,XX.0,XXX,XX,02,  Roypura Upazila,15285,13586,7356,6341,7929,7245,52.9,53.7,52.3,00110
68.0,76.0,XX.0,XXX,XX,02,  Shibpur Upazila,10067,7053,5070,3345,4997,3708,58.8,60.2,57.4,00110
33.0,XX.0,XX.0,XXX,XX,02, Gazipur Zila,598624,292361,336549,139878,262075,152483,67.2,70.6,63.2,00110
33.0,30.0,XX.0,XXX,XX,02,  Gazipur Sadar Upazila,409416,193173,229793,92179,179623,100994,67.9,71.4,64.0,00110
33.0,32.0,XX.0,XXX,XX,02,  Kaliakair Upazila,96502,43449,54761,20054,41741,23395,69.0,73.2,64.1,00110
33.0,34.0,XX.0,XXX,XX,02,  Kaliganj Upazila,23785,15782,13017,8270,10768,7512,60.1,61.2,58.9,00110
33.0,86.0,XX.0,XXX,XX,02,  Sreepur Upazila,68921,39957,38978,19375,29943,20582,63.3,66.8,59.3,00110
90.0,XX.0,XX.0,XXX,XX,02, Sunamganj Zila,83051,66708,45377,32264,37674,34444,55.5,58.4,52.2,00110
90.0,23.0,XX.0,XXX,XX,02,  Chhatak Upazila,20663,16511,11604,8409,9059,8102,55.6,58.0,52.8,00110
90.0,29.0,XX.0,XXX,XX,02,  Derai Upazila,13972,9300,7342,4416,6630,4884,60.0,62.4,57.6,00110
90.0,47.0,XX.0,XXX,XX,02,  Jagannathpur Upazila,14789,18901,8214,9118,6575,9783,43.9,47.4,40.2,00110
90.0,89.0,XX.0,XXX,XX,02,  Sunamganj Sadar Upazila,33627,21996,18217,10321,15410,11675,60.5,63.8,56.9,00110
36.0,XX.0,XX.0,XXX,XX,02, Habiganj Zila,87804,57107,46118,26373,41686,30734,60.6,63.6,57.6,00110
36.0,2.0,XX.0,XXX,XX,02,  Ajmiriganj Upazila,4913,6231,2735,2757,2178,3474,44.1,49.8,38.5,00110
36.0,26.0,XX.0,XXX,XX,02,  Chunarughat Upazila,9085,7165,4665,3364,4420,3801,55.9,58.1,53.8,00110
36.0,44.0,XX.0,XXX,XX,02,  Habiganj Sadar Upazila,54492,24816,28517,11192,25975,13624,68.7,71.8,65.6,00110
36.0,71.0,XX.0,XXX,XX,02,  Madhabpur Upazila,9122,9048,4868,4337,4254,4711,50.2,52.9,47.5,00110
36.0,77.0,XX.0,XXX,XX,02,  Nabiganj Upazila,10192,9847,5333,4723,4859,5124,50.9,53.0,48.7,00110
91.0,XX.0,XX.0,XXX,XX,02, Sylhet Zila,344113,173828,192506,83561,151607,90267,66.4,69.7,62.7,00110
91.0,17.0,XX.0,XXX,XX,02,  Beani Bazar Upazila,22312,12809,11426,6086,10886,6723,63.5,65.2,61.8,00110
91.0,38.0,XX.0,XXX,XX,02,  Golapganj Upazila,17059,10358,8983,4866,8076,5492,62.2,64.9,59.5,00110
91.0,59.0,XX.0,XXX,XX,02,  Kanaighat Upazila,13118,8727,7013,3901,6105,4826,60.1,64.3,55.9,00110
91.0,62.0,XX.0,XXX,XX,02,  Sylhet Sadar Upazila,284559,135372,161291,65700,123268,69672,67.8,71.1,63.9,00110
91.0,94.0,XX.0,XXX,XX,02,  Zakiganj Upazila,7065,6562,3793,3008,3272,3554,51.8,55.8,47.9,00110
58.0,XX.0,XX.0,XXX,XX,02, Maulvibazar Zila,78823,44871,41398,21824,37425,23047,63.7,65.5,61.9,00110
58.0,14.0,XX.0,XXX,XX,02,  Barlekha Upazila,10579,7997,5231,3938,5348,4059,56.9,57.1,56.9,00110
58.0,56.0,XX.0,XXX,XX,02,  Kamalganj Upazila,8817,5524,4521,2652,4296,2872,61.5,63.0,59.9,00110
58.0,65.0,XX.0,XXX,XX,02,  Kulaura Upazila,14575,7671,7446,3658,7129,4013,65.5,67.1,64.0,00110
58.0,74.0,XX.0,XXX,XX,02,  Maulvibazar Sadar Upazila,31626,17009,17129,8408,14497,8601,65.0,67.1,62.8,00110
58.0,83.0,XX.0,XXX,XX,02,  Sreemangal Upazila,13226,6670,7071,3168,6155,3502,66.5,69.1,63.7,00110
