ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
18.0,55.0,5.0,XXX,XX,XX,  Ward No-05 Total,743,0.0,97.6,2.4,68.1,96.1,2.2,1.7,00111
18.0,55.0,6.0,XXX,XX,XX,  Ward No-06 Total,729,0.0,100.0,0.0,92.6,70.9,26.7,2.3,00111
18.0,55.0,7.0,XXX,XX,XX,  Ward No-07 Total,666,0.0,99.7,0.3,93.5,75.2,23.9,0.9,00111
18.0,55.0,8.0,XXX,XX,XX,  Ward No-08 Total,1153,3.2,95.8,1.0,72.9,84.6,13.0,2.4,00111
18.0,55.0,9.0,XXX,XX,XX,  Ward No-09 Total,846,0.0,99.4,0.6,65.7,97.6,2.0,0.4,00111
18.0,55.0,19.0,XXX,XX,XX,  Andulbaria Union Total,6660,0.1,99.3,0.6,60.4,98.1,0.8,1.1,00111
18.0,55.0,38.0,XXX,XX,XX,Banka Union Total,11763,0.2,96.9,2.8,48.6,98.3,0.4,1.3,00111
18.0,55.0,57.0,XXX,XX,XX,  Simanta Union Total,7199,0.1,97.0,3.0,44.7,96.3,0.1,3.6,00111
18.0,55.0,76.0,XXX,XX,XX,Uthali Union Total,11836,0.1,97.8,2.1,51.0,95.0,0.3,4.7,00111
65.0,XX.0,XX.0,XXX,XX,XX,Narail Zila Total,162299,1.2,96.6,2.2,45.7,94.8,3.0,2.2,00111
65.0,28.0,XX.0,XXX,XX,XX,Kalia Upazila Total,48498,0.8,96.3,2.9,43.8,96.6,1.3,2.1,00111
65.0,28.0,XX.0,XXX,XX,XX,  Kalia Paurashava,4481,2.5,96.9,0.6,67.2,87.7,7.1,5.2,00111
65.0,28.0,1.0,XXX,XX,XX,  Ward No-01 Total,492,0.0,99.0,1.0,79.3,97.6,1.2,1.2,00111
65.0,28.0,2.0,XXX,XX,XX,  Ward No-02 Total,736,9.2,88.5,2.3,92.9,69.0,26.2,4.8,00111
65.0,28.0,3.0,XXX,XX,XX,  Ward No-03 Total,514,7.2,92.6,0.2,77.6,75.5,11.1,13.4,00111
65.0,28.0,4.0,XXX,XX,XX,  Ward No-04 Total,435,1.4,98.6,0.0,62.3,89.7,8.7,1.6,00111
65.0,28.0,5.0,XXX,XX,XX,  Ward No-05 Total,434,0.0,99.8,0.2,86.4,92.4,3.5,4.1,00111
65.0,28.0,6.0,XXX,XX,XX,  Ward No-06 Total,424,0.0,99.8,0.2,54.2,97.4,0.5,2.1,00111
65.0,28.0,7.0,XXX,XX,XX,  Ward No-07 Total,416,0.0,99.8,0.2,32.0,97.4,0.0,2.6,00111
65.0,28.0,8.0,XXX,XX,XX,  Ward No-08 Total,519,0.0,100.0,0.0,52.2,98.3,0.8,1.0,00111
65.0,28.0,9.0,XXX,XX,XX,  Ward No-09 Total,511,0.0,100.0,0.0,50.9,85.5,0.4,14.1,00111
65.0,28.0,13.0,XXX,XX,XX,  Babra Hachla Union Total,2503,0.0,99.8,0.2,33.2,96.0,0.2,3.8,00111
65.0,28.0,14.0,XXX,XX,XX,Boranal Eliasabad Union Total,1482,0.1,80.0,19.9,38.3,98.0,0.1,1.9,00111
65.0,28.0,15.0,XXX,XX,XX,  Bauisena Union Total,4214,0.3,94.5,5.2,39.3,97.5,0.8,1.8,00111
65.0,28.0,23.0,XXX,XX,XX,  Hamidpur Union Total,3308,0.1,99.0,0.9,44.1,97.8,0.7,1.6,00111
65.0,28.0,31.0,XXX,XX,XX,  Chanchari Union Total,3237,0.1,99.5,0.4,41.7,98.1,0.4,1.4,00111
65.0,28.0,39.0,XXX,XX,XX,  Joynagar Union Total,3144,0.1,98.5,1.4,41.9,96.9,1.1,2.0,00111
65.0,28.0,47.0,XXX,XX,XX,  Kalabaria Union Total,3560,0.4,93.0,6.6,29.6,98.2,0.3,1.5,00111
65.0,28.0,63.0,XXX,XX,XX,  Khasial Union Total,3201,5.7,93.0,1.3,64.3,94.3,3.3,2.4,00111
65.0,28.0,71.0,XXX,XX,XX,Mauli Union Total,3656,0.0,97.8,2.2,37.7,97.8,0.6,1.6,00111
65.0,28.0,79.0,XXX,XX,XX,  Pahardanga Union Total,2705,0.0,99.2,0.8,35.1,98.6,0.3,1.1,00111
65.0,28.0,87.0,XXX,XX,XX,Peruli Union Total,5993,0.0,99.8,0.2,44.6,98.7,0.4,0.9,00111
65.0,28.0,94.0,XXX,XX,XX,  Purulia Union Total,4407,0.1,96.7,3.3,46.9,97.2,0.8,2.0,00111
65.0,28.0,95.0,XXX,XX,XX,Salamabad Union Total,2607,2.5,88.6,8.8,32.7,97.7,0.4,1.9,00111
65.0,52.0,XX.0,XXX,XX,XX,Lohagara Upazila Total,51154,0.3,98.1,1.6,43.9,95.5,2.6,1.9,00111
65.0,52.0,XX.0,XXX,XX,XX,  Lohagara Paurashava,5905,2.2,97.2,0.6,69.1,79.5,17.1,3.4,00111
65.0,52.0,1.0,XXX,XX,XX,  Ward No-01 Total,572,0.2,93.5,6.3,41.8,93.9,1.4,4.7,00111
65.0,52.0,2.0,XXX,XX,XX,  Ward No-02 Total,763,0.0,100.0,0.0,49.7,98.0,0.4,1.6,00111
65.0,52.0,3.0,XXX,XX,XX,  Ward No-03 Total,590,3.9,96.1,0.0,97.5,67.8,29.8,2.4,00111
65.0,52.0,4.0,XXX,XX,XX,  Ward No-04 Total,847,3.8,96.2,0.0,88.7,65.1,33.1,1.9,00111
65.0,52.0,5.0,XXX,XX,XX,  Ward No-05 Total,585,0.3,99.7,0.0,58.6,89.1,6.7,4.3,00111
65.0,52.0,6.0,XXX,XX,XX,  Ward No-06 Total,659,3.9,96.1,0.0,85.0,69.7,29.4,0.9,00111
65.0,52.0,7.0,XXX,XX,XX,  Ward No-07 Total,746,5.8,94.2,0.0,91.3,57.2,33.9,8.8,00111
65.0,52.0,8.0,XXX,XX,XX,  Ward No-08 Total,684,0.1,99.9,0.0,47.2,92.3,3.9,3.8,00111
65.0,52.0,9.0,XXX,XX,XX,  Ward No-09 Total,459,0.0,100.0,0.0,49.7,91.7,6.5,1.7,00111
65.0,52.0,15.0,XXX,XX,XX,  Dighalia Union Total,5023,0.0,98.3,1.7,54.0,96.3,1.0,2.7,00111
65.0,52.0,18.0,XXX,XX,XX,  Itna Union Total,4952,0.0,98.8,1.2,53.6,97.9,0.4,1.7,00111
65.0,52.0,23.0,XXX,XX,XX,  Joypur Union Total,4511,0.1,99.2,0.8,33.4,97.9,1.1,1.0,00111
65.0,52.0,31.0,XXX,XX,XX,  Kashipur Union Total,3122,0.3,97.8,2.0,34.2,96.7,0.6,2.7,00111
65.0,52.0,39.0,XXX,XX,XX,  Kotakul Union Total,2688,0.0,97.1,2.9,34.9,97.8,0.4,1.8,00111
65.0,52.0,47.0,XXX,XX,XX,  Lahuria Union Total,5355,0.1,97.8,2.1,27.1,97.6,1.0,1.3,00111
65.0,52.0,55.0,XXX,XX,XX,  Lakshmipasha Union Total,2096,0.1,99.9,0.0,40.2,97.7,0.3,2.0,00111
65.0,52.0,63.0,XXX,XX,XX,  Lohagara Union Total,1770,0.0,99.7,0.3,40.7,97.7,0.4,1.9,00111
65.0,52.0,71.0,XXX,XX,XX,  Mallikpur Union Total,3491,0.1,99.8,0.1,46.9,98.6,0.1,1.3,00111
65.0,52.0,79.0,XXX,XX,XX,  Naldi Union Total,4542,0.2,93.7,6.1,32.3,96.7,0.9,2.5,00111
65.0,52.0,87.0,XXX,XX,XX,  Noagram Union Total,3635,0.1,98.0,1.9,50.5,98.3,0.8,0.9,00111
65.0,52.0,94.0,XXX,XX,XX,  Shalnagar Union Total,4064,0.0,99.9,0.1,38.1,98.5,0.3,1.2,00111
65.0,76.0,XX.0,XXX,XX,XX,Narail Sadar Upazila Total,62647,2.2,95.6,2.2,48.7,92.8,4.7,2.4,00111
65.0,76.0,XX.0,XXX,XX,XX,  Narail Paurashava,9832,13.5,86.2,0.3,82.7,67.5,26.5,6.1,00111
65.0,76.0,1.0,XXX,XX,XX,  Ward No-01 Total,670,0.0,100.0,0.0,60.6,90.9,2.4,6.7,00111
65.0,76.0,2.0,XXX,XX,XX,  Ward No-02 Total,736,7.7,92.1,0.1,75.3,89.4,5.4,5.2,00111
65.0,76.0,3.0,XXX,XX,XX,  Ward No-03 Total,1374,24.8,75.2,0.0,96.8,50.4,47.2,2.4,00111
65.0,76.0,4.0,XXX,XX,XX,  Ward No-04 Total,1591,27.9,72.1,0.0,89.6,60.2,35.6,4.2,00111
65.0,76.0,5.0,XXX,XX,XX,  Ward No-05 Total,1664,11.2,88.7,0.1,91.9,57.3,41.0,1.6,00111
65.0,76.0,6.0,XXX,XX,XX,  Ward No-06 Total,1330,11.3,88.7,0.0,89.7,54.4,34.4,11.2,00111
65.0,76.0,7.0,XXX,XX,XX,  Ward No-07 Total,1172,12.1,85.8,2.0,75.7,67.8,15.4,16.7,00111
65.0,76.0,8.0,XXX,XX,XX,  Ward No-08 Total,573,0.0,100.0,0.0,57.9,98.8,0.3,0.9,00111
65.0,76.0,9.0,XXX,XX,XX,  Ward No-09 Total,722,1.5,98.5,0.0,65.2,93.6,1.4,5.0,00111
65.0,76.0,11.0,XXX,XX,XX,  Auria Union Total,5365,0.2,99.6,0.2,57.8,95.5,1.3,3.1,00111
65.0,76.0,13.0,XXX,XX,XX,  Banshgram Union Total,4109,0.1,99.9,0.0,42.4,98.7,0.1,1.2,00111
65.0,76.0,20.0,XXX,XX,XX,  Bhadrabila Union Total,4083,0.1,99.7,0.1,51.9,98.4,0.3,1.3,00111
65.0,76.0,27.0,XXX,XX,XX,  Bichhali Union Total,4587,0.0,92.6,7.4,32.7,99.0,0.4,0.7,00111
65.0,76.0,33.0,XXX,XX,XX,  Chandibarpur Union Total,3990,0.1,91.0,8.9,42.8,96.2,0.4,3.4,00111
65.0,76.0,40.0,XXX,XX,XX,  Habakhali Union Total,3913,0.1,99.6,0.3,25.5,98.0,0.4,1.6,00111
65.0,76.0,47.0,XXX,XX,XX,  Kalora Union Total,4520,0.1,96.2,3.7,37.4,98.4,1.0,0.7,00111
65.0,76.0,54.0,XXX,XX,XX,  Maij Para Union Total,4972,0.2,99.8,0.0,42.7,96.5,1.2,2.4,00111
65.0,76.0,61.0,XXX,XX,XX,Mulia Union Total,2051,0.0,97.8,2.2,39.4,98.4,0.7,0.8,00111
65.0,76.0,74.0,XXX,XX,XX,  Sahabad Union Total,3106,0.0,100.0,0.0,40.6,97.4,0.1,2.5,00111
65.0,76.0,81.0,XXX,XX,XX,  Shaikhati Union Total,4773,0.1,94.1,5.8,40.0,98.3,0.4,1.3,00111
65.0,76.0,88.0,XXX,XX,XX,  Singasolpur Union Total,3535,0.0,98.5,1.5,42.2,97.3,0.8,1.9,00111
65.0,76.0,94.0,XXX,XX,XX,  Tularampur Union Total,3811,0.0,97.9,2.1,51.1,97.2,1.4,1.4,00111
44.0,XX.0,XX.0,XXX,XX,XX,Jhenaidah Zila Total,421300,2.4,95.2,2.4,58.6,94.4,3.5,2.1,00111
44.0,14.0,XX.0,XXX,XX,XX,Harinakundu Upazila Total,48137,0.3,97.4,2.4,51.7,97.8,0.8,1.3,00111
44.0,14.0,XX.0,XXX,XX,XX,  Harinakundu Paurashava,5366,0.9,94.6,4.5,66.0,90.7,5.8,3.4,00111
44.0,14.0,1.0,XXX,XX,XX,  Ward No-01 Total,722,0.0,88.4,11.6,50.8,93.1,0.6,6.4,00111
44.0,14.0,2.0,XXX,XX,XX,  Ward No-02 Total,311,0.0,100.0,0.0,49.2,97.4,0.0,2.6,00111
44.0,14.0,3.0,XXX,XX,XX,  Ward No-03 Total,498,1.8,88.2,10.0,74.9,87.8,7.2,5.0,00111
44.0,14.0,4.0,XXX,XX,XX,  Ward No-04 Total,522,1.0,95.0,4.0,70.9,90.4,6.1,3.4,00111
44.0,14.0,5.0,XXX,XX,XX,  Ward No-05 Total,593,0.0,99.0,1.0,73.9,99.7,0.0,0.3,00111
44.0,14.0,6.0,XXX,XX,XX,  Ward No-06 Total,772,1.7,97.9,0.4,78.2,86.0,13.2,0.8,00111
44.0,14.0,7.0,XXX,XX,XX,  Ward No-07 Total,677,2.1,95.9,2.1,67.2,86.7,10.6,2.7,00111
44.0,14.0,8.0,XXX,XX,XX,  Ward No-08 Total,595,1.0,96.1,2.9,62.9,90.9,0.7,8.4,00111
44.0,14.0,9.0,XXX,XX,XX,  Ward No-09 Total,676,0.0,92.8,7.2,60.5,89.1,9.3,1.6,00111
44.0,14.0,10.0,XXX,XX,XX,  Bhayna Union Total,5716,0.4,98.0,1.6,54.4,99.0,0.2,0.8,00111
44.0,14.0,21.0,XXX,XX,XX,  Chandpur Union Total,6473,0.1,99.2,0.8,57.8,99.2,0.2,0.6,00111
44.0,14.0,31.0,XXX,XX,XX,Daulatpur Union Total,6019,0.3,97.7,2.1,28.3,99.0,0.0,0.9,00111
44.0,14.0,42.0,XXX,XX,XX,  Phalsi Union Total,2976,0.0,99.1,0.9,45.0,99.5,0.1,0.4,00111
44.0,14.0,52.0,XXX,XX,XX,  Joradaha Union Total,3724,0.1,94.0,6.0,44.5,99.3,0.2,0.5,00111
44.0,14.0,63.0,XXX,XX,XX,  Kapashati Union Total,6010,0.1,97.5,2.4,51.6,98.3,0.4,1.3,00111
44.0,14.0,73.0,XXX,XX,XX,  Raghunathpur Union Total,5986,0.1,98.7,1.2,47.8,97.7,0.3,2.0,00111
44.0,14.0,84.0,XXX,XX,XX,  Taherhuda Union Total,5867,0.3,96.7,3.0,65.3,98.1,0.3,1.6,00111
44.0,19.0,XX.0,XXX,XX,XX,Jhenaidah Sadar Upazila Total,108361,6.1,91.6,2.3,61.9,89.4,7.7,2.9,00111
44.0,19.0,XX.0,XXX,XX,XX,  Jhenaidah Paurashava,24964,25.4,73.5,1.0,89.4,67.5,29.7,2.8,00111
44.0,19.0,1.0,XXX,XX,XX,  Ward No-01 Total,2860,2.4,94.0,3.6,80.3,89.7,7.4,2.9,00111
44.0,19.0,2.0,XXX,XX,XX,  Ward No-02 Total,2642,49.4,50.4,0.3,94.8,60.6,35.9,3.5,00111
44.0,19.0,3.0,XXX,XX,XX,  Ward No-03 Total,1965,10.5,88.9,0.6,79.8,84.0,12.5,3.5,00111
44.0,19.0,4.0,XXX,XX,XX,  Ward No-04 Total,3634,32.1,67.1,0.7,93.8,61.5,36.2,2.3,00111
44.0,19.0,5.0,XXX,XX,XX,  Ward No-05 Total,3409,37.0,62.9,0.1,98.4,46.5,51.1,2.4,00111
44.0,19.0,6.0,XXX,XX,XX,  Ward No-06 Total,2312,53.5,45.9,0.6,97.6,53.8,44.9,1.3,00111
44.0,19.0,7.0,XXX,XX,XX,  Ward No-07 Total,2701,8.4,88.4,3.2,83.3,77.3,18.9,3.8,00111
44.0,19.0,8.0,XXX,XX,XX,  Ward No-08 Total,2894,15.2,84.6,0.2,86.7,74.3,23.1,2.7,00111
44.0,19.0,9.0,XXX,XX,XX,  Ward No-09 Total,2547,17.2,82.6,0.2,85.0,68.4,28.6,2.9,00111
44.0,19.0,11.0,XXX,XX,XX,  Dogachhi Union Total,3250,0.3,94.2,5.5,35.0,97.9,0.4,1.6,00111
44.0,19.0,13.0,XXX,XX,XX,  Fursandi Union Total,4175,0.0,97.2,2.8,34.3,99.0,0.1,0.9,00111
44.0,19.0,15.0,XXX,XX,XX,  Ganna Union Total,6907,0.0,98.0,2.0,50.6,97.6,0.2,2.1,00111
44.0,19.0,21.0,XXX,XX,XX,  Ghorshal Union Total,4252,0.1,99.8,0.2,48.7,97.8,0.7,1.6,00111
44.0,19.0,26.0,XXX,XX,XX,  Halidhani Union Total,4566,0.5,97.3,2.2,62.1,95.4,1.1,3.5,00111
44.0,19.0,31.0,XXX,XX,XX,  Harishankarpur Union Total,4608,0.3,94.7,5.1,44.6,97.5,0.2,2.4,00111
44.0,19.0,42.0,XXX,XX,XX,  Kalicharanpur Union Total,3661,0.0,96.7,3.3,43.6,96.0,0.7,3.4,00111
44.0,19.0,47.0,XXX,XX,XX,  Kumrabaria Union Total,4907,0.6,98.2,1.2,53.9,98.0,0.8,1.2,00111
44.0,19.0,52.0,XXX,XX,XX,  Madhuhati Union Total,6681,0.1,98.9,1.0,48.5,97.2,0.2,2.6,00111
44.0,19.0,58.0,XXX,XX,XX,  Moharajpur Union Total,6496,0.6,97.1,2.3,68.7,95.4,0.8,3.8,00111
44.0,19.0,63.0,XXX,XX,XX,  Naldanga Union Total,5644,0.1,95.1,4.8,47.6,99.3,0.1,0.7,00111
44.0,19.0,68.0,XXX,XX,XX,  Padmakar Union Total,4287,0.9,91.9,7.2,63.4,92.9,2.9,4.2,00111
44.0,19.0,73.0,XXX,XX,XX,Paglakanai Union Total,4492,0.6,97.3,2.1,67.2,83.5,8.1,8.4,00111
44.0,19.0,79.0,XXX,XX,XX,  Porahati Union Total,5976,0.4,97.6,2.0,45.4,95.2,0.6,4.1,00111
44.0,19.0,84.0,XXX,XX,XX,  Saganna Union Total,5112,0.4,97.2,2.5,69.3,93.3,0.7,6.0,00111
44.0,19.0,89.0,XXX,XX,XX,  Sadhuhati Union Total,5263,0.9,96.5,2.6,67.9,96.6,1.6,1.8,00111
44.0,19.0,94.0,XXX,XX,XX,  Surat Union Total,3120,0.1,98.9,1.0,50.7,99.2,0.0,0.8,00111
44.0,19.0,XX.0,XXX,XX,XX,  Jhenaidah Paurashava,24964,25.4,73.5,1.0,89.4,67.5,29.7,2.8,00111
44.0,33.0,XX.0,XXX,XX,XX,Kaliganj Upazila Total,67696,1.1,96.0,2.9,54.5,93.6,4.0,2.4,00111
44.0,33.0,XX.0,XXX,XX,XX,  Kaliganj Paurashava,10535,5.8,92.2,1.9,84.7,74.8,22.2,3.0,00111
44.0,33.0,1.0,XXX,XX,XX,  Ward No-01 Total,1095,5.5,92.4,2.1,88.8,77.9,21.2,0.9,00111
44.0,33.0,2.0,XXX,XX,XX,  Ward No-02 Total,1213,0.8,99.2,0.0,80.7,86.9,9.8,3.3,00111
44.0,33.0,3.0,XXX,XX,XX,  Ward No-03 Total,1423,5.7,91.4,3.0,82.6,78.5,18.5,3.0,00111
44.0,33.0,4.0,XXX,XX,XX,  Ward No-04 Total,717,0.1,99.9,0.0,66.8,98.9,1.1,0.0,00111
44.0,33.0,5.0,XXX,XX,XX,  Ward No-05 Total,1958,9.3,90.0,0.7,93.3,62.1,36.4,1.5,00111
44.0,33.0,6.0,XXX,XX,XX,  Ward No-06 Total,648,6.0,93.1,0.9,90.9,70.5,28.1,1.4,00111
44.0,33.0,7.0,XXX,XX,XX,  Ward No-07 Total,1473,13.8,85.7,0.4,90.2,58.0,40.4,1.6,00111
44.0,33.0,8.0,XXX,XX,XX,  Ward No-08 Total,825,1.3,93.8,4.8,72.7,90.3,3.4,6.3,00111
44.0,33.0,9.0,XXX,XX,XX,  Ward No-09 Total,1183,2.2,91.7,6.1,82.0,73.9,17.1,9.0,00111
44.0,33.0,10.0,XXX,XX,XX,  Bara Bazar Union Total,7542,0.7,95.7,3.6,57.4,94.4,2.8,2.8,00111
44.0,33.0,20.0,XXX,XX,XX,  Jamal Union Total,4251,0.0,97.4,2.6,23.0,99.1,0.2,0.8,00111
44.0,33.0,33.0,XXX,XX,XX,  Sundarpur Durgapur Union Total,4737,0.4,96.6,3.0,64.0,90.6,0.6,8.8,00111
44.0,33.0,40.0,XXX,XX,XX,  Kashtabhanga Union Total,4488,0.0,95.6,4.4,49.8,98.6,0.2,1.2,00111
44.0,33.0,47.0,XXX,XX,XX,  Kola Union Total,5416,0.0,96.3,3.7,43.4,97.4,0.6,1.9,00111
44.0,33.0,54.0,XXX,XX,XX,  Maliat Union Total,4334,0.0,98.4,1.6,28.0,97.9,0.1,2.0,00111
44.0,33.0,61.0,XXX,XX,XX,  Niamatpur Union Total,5184,0.1,95.4,4.5,45.8,97.5,0.4,2.1,00111
44.0,33.0,74.0,XXX,XX,XX,  Roygram Union Total,5728,0.3,98.0,1.7,66.3,98.1,0.1,1.8,00111
44.0,33.0,81.0,XXX,XX,XX,  Rakhalgachhi Union Total,5854,0.1,95.9,4.0,53.0,99.2,0.2,0.6,00111
44.0,33.0,88.0,XXX,XX,XX,  Simla Rokonpur Union Total,3625,0.0,99.1,0.9,64.7,96.1,0.1,3.8,00111
44.0,33.0,94.0,XXX,XX,XX,  Trilochanpur Union Total,6002,0.1,97.1,2.8,37.3,99.0,0.3,0.7,00111
44.0,42.0,XX.0,XXX,XX,XX,Kotchandpur Upazila Total,34220,3.4,95.5,1.1,75.5,95.0,3.0,2.0,00111
44.0,42.0,XX.0,XXX,XX,XX,  Kotchandpur Paurashava,7921,14.1,84.7,1.2,80.2,84.4,11.2,4.4,00111
44.0,42.0,1.0,XXX,XX,XX,  Ward No-01 Total,777,0.6,99.4,0.0,71.3,88.5,3.0,8.5,00111
44.0,42.0,2.0,XXX,XX,XX,  Ward No-02 Total,1339,14.6,85.1,0.3,89.8,75.6,20.2,4.2,00111
44.0,42.0,3.0,XXX,XX,XX,  Ward No-03 Total,889,37.3,61.0,1.7,93.9,68.3,25.1,6.6,00111
44.0,42.0,4.0,XXX,XX,XX,  Ward No-04 Total,928,38.5,60.3,1.2,83.9,82.8,11.6,5.6,00111
44.0,42.0,5.0,XXX,XX,XX,  Ward No-05 Total,862,3.2,91.6,5.1,69.5,95.6,1.6,2.8,00111
44.0,42.0,6.0,XXX,XX,XX,  Ward No-06 Total,599,10.2,89.6,0.2,84.0,97.0,2.3,0.7,00111
44.0,42.0,7.0,XXX,XX,XX,  Ward No-07 Total,1033,12.6,86.4,1.0,80.3,72.2,22.3,5.5,00111
44.0,42.0,8.0,XXX,XX,XX,  Ward No-08 Total,827,0.6,99.3,0.1,61.1,96.0,0.1,3.9,00111
44.0,42.0,9.0,XXX,XX,XX,  Ward No-09 Total,667,0.4,98.7,0.9,81.9,100.0,0.0,0.0,00111
44.0,42.0,13.0,XXX,XX,XX,  Baluhar Union Total,5006,0.1,98.8,1.1,74.3,98.2,0.2,1.6,00111
44.0,42.0,27.0,XXX,XX,XX,  Dora Union Total,5393,0.1,99.2,0.7,73.4,98.9,0.0,1.1,00111
44.0,42.0,40.0,XXX,XX,XX,  Elangi Union Total,4505,0.3,98.8,0.9,80.4,99.0,0.3,0.6,00111
44.0,42.0,67.0,XXX,XX,XX,  Kushna Union Total,6085,0.2,98.3,1.5,74.7,97.4,1.0,1.6,00111
44.0,42.0,81.0,XXX,XX,XX,  Sabdalpur Union Total,5310,0.1,98.8,1.2,68.2,97.6,0.9,1.5,00111
44.0,71.0,XX.0,XXX,XX,XX,Maheshpur Upazila Total,79692,1.2,96.7,2.2,66.7,96.6,1.1,2.3,00111
44.0,71.0,XX.0,XXX,XX,XX,  Maheshpur Paurashava,6647,11.5,88.0,0.5,81.4,90.6,6.8,2.6,00111
44.0,71.0,1.0,XXX,XX,XX,  Ward No-01 Total,701,0.1,99.9,0.0,62.1,98.0,0.0,2.0,00111
44.0,71.0,2.0,XXX,XX,XX,  Ward No-02 Total,569,0.4,99.6,0.0,85.1,97.2,0.0,2.8,00111
44.0,71.0,3.0,XXX,XX,XX,  Ward No-03 Total,766,1.0,98.4,0.5,88.1,97.0,0.3,2.7,00111
44.0,71.0,4.0,XXX,XX,XX,  Ward No-04 Total,753,3.7,95.4,0.9,76.4,95.8,2.7,1.6,00111
44.0,71.0,5.0,XXX,XX,XX,  Ward No-05 Total,744,37.5,62.1,0.4,87.4,85.5,12.8,1.7,00111
44.0,71.0,6.0,XXX,XX,XX,  Ward No-06 Total,847,47.8,52.2,0.0,96.7,68.5,30.0,1.5,00111
44.0,71.0,7.0,XXX,XX,XX,  Ward No-07 Total,697,1.9,96.1,2.0,72.5,94.7,0.7,4.6,00111
44.0,71.0,8.0,XXX,XX,XX,  Ward No-08 Total,928,2.8,97.2,0.0,79.8,86.6,8.3,5.1,00111
44.0,71.0,9.0,XXX,XX,XX,  Ward No-09 Total,642,0.2,98.8,1.1,81.6,99.5,0.0,0.5,00111
44.0,71.0,10.0,XXX,XX,XX,  Azampur Union Total,5346,0.4,98.9,0.7,72.7,98.2,0.3,1.5,00111
44.0,71.0,11.0,XXX,XX,XX,  Banshbaria Union Total,7068,0.2,96.8,3.0,69.9,97.8,0.8,1.4,00111
44.0,71.0,17.0,XXX,XX,XX,  Fatehpur Union Total,5849,0.2,96.5,3.4,68.7,95.3,0.5,4.2,00111
44.0,71.0,23.0,XXX,XX,XX,  Jadabpur Union Total,6462,0.1,98.9,0.9,68.1,98.0,0.2,1.8,00111
44.0,71.0,29.0,XXX,XX,XX,  Kazirber Union Total,8119,0.0,95.8,4.2,58.0,95.4,0.6,4.0,00111
44.0,71.0,35.0,XXX,XX,XX,  Manderbari Union Total,6845,0.2,97.6,2.2,68.4,97.3,0.8,1.9,00111
44.0,71.0,53.0,XXX,XX,XX,  Natima Union Total,6348,0.1,99.7,0.1,66.0,97.5,0.1,2.4,00111
44.0,71.0,59.0,XXX,XX,XX,  Nepa Union Total,6981,0.1,98.6,1.4,62.1,96.8,0.2,3.0,00111
44.0,71.0,65.0,XXX,XX,XX,  Pantha Para Union Total,4310,0.2,96.4,3.4,66.9,98.0,0.5,1.6,00111
44.0,71.0,77.0,XXX,XX,XX,  Shyamkur Union Total,6457,0.3,95.0,4.7,58.4,98.2,0.3,1.5,00111
44.0,71.0,83.0,XXX,XX,XX,  S.B.K Union Total,4271,1.1,96.8,2.1,69.4,95.5,2.2,2.3,00111
44.0,71.0,89.0,XXX,XX,XX,  Swaruppur Union Total,4989,0.2,98.5,1.3,59.1,97.9,0.5,1.6,00111
44.0,80.0,XX.0,XXX,XX,XX,Shailkupa Upazila Total,83194,0.7,96.5,2.8,46.8,97.2,1.6,1.2,00111
44.0,80.0,XX.0,XXX,XX,XX,  Shailkupa Paurashava,8487,4.7,91.2,4.1,64.7,89.7,7.5,2.7,00111
44.0,80.0,1.0,XXX,XX,XX,  Ward No-01 Total,719,0.0,90.5,9.5,62.9,99.4,0.0,0.6,00111
44.0,80.0,2.0,XXX,XX,XX,  Ward No-02 Total,788,4.9,90.4,4.7,76.9,95.8,3.8,0.4,00111
44.0,80.0,3.0,XXX,XX,XX,  Ward No-03 Total,677,0.7,97.2,2.1,55.5,98.7,0.6,0.7,00111
44.0,80.0,4.0,XXX,XX,XX,  Ward No-04 Total,1410,11.8,85.3,2.9,70.1,90.4,8.8,0.9,00111
44.0,80.0,5.0,XXX,XX,XX,  Ward No-05 Total,1220,9.2,85.5,5.3,70.2,79.9,17.7,2.4,00111
44.0,80.0,6.0,XXX,XX,XX,  Ward No-06 Total,853,0.0,100.0,0.0,34.3,97.5,0.2,2.2,00111
44.0,80.0,7.0,XXX,XX,XX,  Ward No-07 Total,963,1.0,93.9,5.1,69.5,88.4,3.6,8.0,00111
44.0,80.0,8.0,XXX,XX,XX,  Ward No-08 Total,695,7.9,90.1,2.0,90.6,73.1,23.5,3.5,00111
44.0,80.0,9.0,XXX,XX,XX,  Ward No-09 Total,1162,0.7,93.8,5.5,53.8,89.2,5.7,5.2,00111
44.0,80.0,10.0,XXX,XX,XX,  Abaipur Union Total,4638,0.1,96.8,3.1,42.8,98.0,1.3,0.8,00111
44.0,80.0,12.0,XXX,XX,XX,  Bagura Union Total,4429,0.2,97.7,2.1,38.2,99.8,0.0,0.2,00111
44.0,80.0,18.0,XXX,XX,XX,  Dhalhara Chandra Union Total,6215,0.1,95.8,4.1,31.3,96.4,2.5,1.1,00111
44.0,80.0,25.0,XXX,XX,XX,  Dignagar Union Total,4519,0.0,100.0,0.0,51.7,99.3,0.1,0.6,00111
