thana_Name,Shukhi,Apon,Pill_total,Condom,Inj_vial,Inj_siringe,IUD_normal,IUD_partum,IUD_total,IUD_remove,Imp_normal,Imp_Jadel,Imp_total,implant_remove,ecp,misoprostol,mrm_pack,inj_mgs4,mnp_saset,ifa_number,sanitary_pad,per_male,femalenormal,femalepn,female_total,Permanent_method,Year,Month,District,Division,program
Shyamnagar,3718254,7569,3725823,2261924,170310,87311,4093,8,4101,154,6102,35,6137,346,3017,7453,0,0,940617,579570,150,1905,1843,120,1960,3865,2018,12,0210,02,distributionGO_thanaconsuprocess
Kaliganj,2656984,9176,2666160,2630690,213744,97772,3086,77,3163,432,5527,670,6197,1755,3218,11564,34,0,771451,290230,101,672,3293,496,3790,4462,2018,12,0210,02,distributionGO_thanaconsuprocess
Asasuni,3096000,12013,3108013,2147061,200218,110914,2176,0,2176,86,5188,271,5459,758,2104,10549,1538,0,777671,548654,38,609,2165,359,3478,4087,2018,12,0210,02,distributionGO_thanaconsuprocess
Meherpur Sadar,1671188,5144,1676332,3785495,487264,223680,3500,44,3544,432,3759,177,3936,1537,3208,8095,228,0,40,3034,757,191,4143,1842,5982,6173,2018,12,0202,02,distributionGO_thanaconsuprocess
Gagni,2960415,5039,2965454,4638522,763205,402231,4802,94,4896,266,3923,70,3993,1829,3412,4650,0,0,0,0,0,63,2278,1158,3432,3495,2018,12,0202,02,distributionGO_thanaconsuprocess
Mujibnagar,446398,2412,448810,979122,176396,101934,1002,6,1008,13,1634,48,1682,8,1553,7255,0,0,0,30,100,14,1616,566,2182,2196,2018,12,0202,02,distributionGO_thanaconsuprocess
Katiadi,2801278,9496,2810774,4607866,305556,165274,8770,6,8776,936,6987,75,7062,2417,1460,9830,3,0,72,13116,4928,1363,2817,744,3538,4901,2018,12,0416,04,distributionGO_thanaconsuprocess
Bhariab Bazar,2892836,5526,2898362,4555250,265046,150324,8418,10,8428,626,7998,299,8297,2224,1688,14259,11,0,0,3,21,1122,5000,2436,7092,8214,2018,12,0416,04,distributionGO_thanaconsuprocess
Austagram,1556708,5797,1562505,2316743,159829,88807,4184,18,4202,576,2831,0,2831,637,759,9882,0,0,0,209167,73,313,2731,0,2731,3044,2018,12,0416,04,distributionGO_thanaconsuprocess
Kishoreganj Sadar,3883696,9084,3892780,4495652,279266,168160,10317,279,10596,1405,10731,55,10786,3913,2858,16604,174,0,2,0,100,2628,3894,3437,7325,9953,2018,12,0416,04,distributionGO_thanaconsuprocess
Hossainpur,2552716,5965,2558681,2188856,195771,102617,5798,2,5800,77,5446,0,5446,449,1210,8215,14,398,26,3722,230,459,1505,1496,3001,3460,2018,12,0416,04,distributionGO_thanaconsuprocess
Nikli,1254516,6693,1261209,2086583,134796,59430,5758,28,5786,1821,4198,97,4295,1646,933,9170,0,0,190,69490,0,154,2481,157,2631,2785,2018,12,0416,04,distributionGO_thanaconsuprocess
Bazitpur,2136261,10224,2146485,2432866,142963,79206,5967,13,5980,364,5326,0,5326,1712,1362,9910,6,0,0,133161,41,803,2567,408,2974,3777,2018,12,0416,04,distributionGO_thanaconsuprocess
Pakundia,2994322,8882,3003204,2847926,183575,100314,5239,6,5245,558,5655,0,5655,2180,2120,9761,0,0,0,0,4,1713,1536,407,1942,3655,2018,12,0416,04,distributionGO_thanaconsuprocess
Itna,2127846,4747,2132593,1974953,102871,49264,3976,0,3976,502,3992,7,3999,569,911,6058,0,0,0,258070,50,869,2691,42,2733,3602,2018,12,0416,04,distributionGO_thanaconsuprocess
Kuliarchar,1987370,5191,1992561,2638753,166380,90639,3659,2,3661,385,6255,30,6285,409,1066,13011,0,0,0,29530,75,1303,2402,389,2791,4094,2018,12,0416,04,distributionGO_thanaconsuprocess
Tarail,1923790,6428,1930218,2473029,118217,58804,4675,0,4675,914,5420,51,5471,1462,1392,9090,0,0,0,243956,36,1063,1956,268,2222,3285,2018,12,0416,04,distributionGO_thanaconsuprocess
Karimganj,3592776,8892,3601668,2912522,209597,98627,6601,11,6612,390,10815,281,11096,1287,1778,13737,0,0,0,0,38,1771,4573,336,4903,6674,2018,12,0416,04,distributionGO_thanaconsuprocess
Mithamoin,1216078,5275,1221353,1516032,78773,24663,2604,0,2604,250,1942,0,1942,253,1202,5474,0,0,0,98250,21,910,1627,1,1628,2538,2018,12,0416,04,distributionGO_thanaconsuprocess
Tongibari,1412946,5323,1418269,1522636,84173,41104,4178,0,4178,402,2027,0,2027,819,1496,1513,0,0,0,324,90,371,1392,689,2067,2438,2018,12,0408,04,distributionGO_thanaconsuprocess
Gazaria,1102592,4574,1107166,1064469,88278,48809,3548,16,3564,171,1319,0,1319,298,1515,469,0,0,0,0,10,154,1302,317,1619,1773,2018,12,0408,04,distributionGO_thanaconsuprocess
Serajdikhan,2610314,7403,2617717,2778167,204358,127436,6481,11,6492,237,2663,850,3513,760,2224,3942,0,0,0,0,1,545,2436,710,3145,3690,2018,12,0408,04,distributionGO_thanaconsuprocess
Munshiganj Sadar,3046133,14184,3060317,4223199,260974,146949,4724,324,5048,450,3820,601,4421,1394,2539,5460,103,0,0,0,27,570,2495,1941,4436,5006,2018,12,0408,04,distributionGO_thanaconsuprocess
Srinagar,2641846,35175,2677021,3672412,180379,125076,7938,13,7951,1519,3360,237,3597,857,1323,1832,870,2,84,159923,850,1444,1717,234,1943,3387,2018,12,0408,04,distributionGO_thanaconsuprocess
Lohajong,1582252,5919,1588171,3058405,127182,70207,5639,20,5659,441,3472,8,3480,1392,1338,2688,8,0,0,11630,0,688,1514,0,1513,2201,2018,12,0408,04,distributionGO_thanaconsuprocess
Faridpur Sadar,3140703,19564,3160267,6890360,479163,255937,10286,67,10353,194,10357,128,10485,1009,2462,11543,87,100,0,0,136,3567,5214,2014,7167,10734,2018,12,0404,04,distributionGO_thanaconsuprocess
Boalmari,2366417,11880,2378297,3698173,258037,127728,8022,0,8022,165,3061,0,3061,10,2334,9630,0,0,0,105,61,1052,2825,0,2807,3859,2018,12,0404,04,distributionGO_thanaconsuprocess
Bhanga,2253841,9828,2263669,2525280,102577,63502,7808,73,7881,834,3959,3,3962,746,2143,10192,155,0,0,0,0,804,6059,0,6032,6836,2018,12,0404,04,distributionGO_thanaconsuprocess
Char Bhadrashion,369137,2301,371438,1060120,37161,19651,2341,12,2353,144,1949,10,1959,100,808,3113,0,0,0,0,0,128,892,232,1124,1252,2018,12,0404,04,distributionGO_thanaconsuprocess
Nagarkanda,2727015,8450,2735465,3053557,158882,53355,7960,6,7966,30,3640,0,3640,127,2388,6359,0,18,0,404,92,1533,3716,49,3682,5215,2018,12,0404,04,distributionGO_thanaconsuprocess
Sadarpur,1021093,8826,1029919,1697611,107192,57233,4329,0,4329,265,3067,7,3074,1274,1600,9370,76,0,0,0,6,178,2953,2,2954,3132,2018,12,0404,04,distributionGO_thanaconsuprocess
Alphadanga,1027768,2212,1029980,2638330,121735,63026,2356,29,2385,218,1806,0,1806,390,851,2687,1,0,0,36117,29,526,1576,17,1593,2119,2018,12,0404,04,distributionGO_thanaconsuprocess
Modhukhali,2260624,10845,2271469,1627860,167454,106287,5470,8,5478,402,4414,209,4623,407,1786,8252,0,0,0,0,37,1042,2260,247,2494,3536,2018,12,0404,04,distributionGO_thanaconsuprocess
Saltha,779317,7962,787279,1035848,58436,56849,2569,4,2573,213,1866,0,1866,25,127,7484,0,0,0,0,1,380,788,10,789,1169,2018,12,0404,04,distributionGO_thanaconsuprocess
Boda,2845768,8781,2854549,759011,314969,175133,4489,231,4720,654,14674,247,14921,4070,3059,12835,201,0,21,34548,5550,6173,1492,665,2157,8330,2018,12,0103,07,distributionGO_thanaconsuprocess
Panchgarh Sadar,2600664,8534,2609198,1206825,375961,206133,5060,125,5185,1120,6641,236,6877,2227,3137,13120,23,0,0,0,255,2810,1241,937,2173,4983,2018,12,0103,07,distributionGO_thanaconsuprocess
Tetulia,1339066,5583,1344649,676217,100517,46497,4368,56,4424,475,3939,104,4043,1363,1795,7957,36,0,0,0,68,1520,676,119,791,2311,2018,12,0103,07,distributionGO_thanaconsuprocess
Atowari,1817207,3940,1821147,1009943,143417,80510,2642,85,2727,301,3753,54,3807,1555,3156,5555,0,0,0,0,0,3227,345,399,744,3971,2018,12,0103,07,distributionGO_thanaconsuprocess
Debiganj,3617555,9997,3627552,1626257,419382,251903,6344,134,6478,825,8090,219,8309,2408,3683,14799,0,0,0,0,107,9330,1078,122,1199,10529,2018,12,0103,07,distributionGO_thanaconsuprocess
Jamalpur Sadar,6681808,28489,6710297,6922862,787009,423621,9995,169,10164,586,13744,0,13744,586,4801,31449,54,1330,117802,76154,107,4911,3173,1040,4207,9118,2018,12,0413,08,distributionGO_thanaconsuprocess
Melandaha,3530320,10127,3540447,3742636,432032,234696,8069,0,8069,174,7688,0,7688,2849,2969,11373,0,0,0,0,102,2857,529,585,1112,3969,2018,12,0413,08,distributionGO_thanaconsuprocess
Dewanganj,2359391,7721,2367112,3182158,421293,246808,4881,3,4884,117,6854,0,6854,491,1136,9501,5,1,15,381,79,1133,977,11,989,2122,2018,12,0413,08,distributionGO_thanaconsuprocess
Islampur,3980203,12317,3992520,4511627,378952,193487,6709,4,6713,593,5814,0,5814,1139,2013,14220,128,0,894476,235789,4,1527,1213,392,1591,3118,2018,12,0413,08,distributionGO_thanaconsuprocess
Sharishabari,3849376,5682,3855058,3866345,356764,157351,11234,93,11327,162,8583,11,8594,1229,2040,8249,7051,2610,831424,260049,1,2930,1740,73,1813,4743,2018,12,0413,08,distributionGO_thanaconsuprocess
Madarganj,1986920,8482,1995402,1779858,177696,82497,7237,412,7649,431,8050,168,8218,2557,901,11151,0,6,0,0,0,2076,835,633,1444,3520,2018,12,0413,08,distributionGO_thanaconsuprocess
Bakshiganj,2410937,8795,2419732,2481419,183196,73638,5376,35,5411,285,5275,231,5506,1888,1533,9470,12,0,6602,82311,892,1600,1410,521,1930,3530,2018,12,0413,08,distributionGO_thanaconsuprocess
Parshuram,699390,4050,703440,1342929,116499,63287,2011,1,2012,397,1952,27,1979,269,1980,1519,0,13,0,0,0,154,737,245,981,1135,2018,12,0504,05,distributionGO_thanaconsuprocess
Chhagalnaiya,1102199,6284,1108483,1223112,162983,88144,2852,2,2854,92,2096,110,2206,808,2588,5177,0,0,0,64440,200,94,808,316,1114,1208,2018,12,0504,05,distributionGO_thanaconsuprocess
Feni Sadar,2518013,18761,2536774,6120186,588759,296645,10558,783,11341,1074,6517,431,6948,1318,5419,4264,0,0,0,0,0,732,5974,1897,7840,8572,2018,12,0504,05,distributionGO_thanaconsuprocess
Sonagazi,1299595,9759,1309354,2037711,364334,200665,4181,4,4185,68,3001,175,3176,1127,2169,7696,6,0,0,0,0,453,2166,61,2186,2639,2018,12,0504,05,distributionGO_thanaconsuprocess
Dagonbhuiyan,1225697,8665,1234362,2257330,188938,99100,3805,21,3826,350,2691,130,2821,914,2265,9047,0,0,0,0,53,228,2067,457,2524,2752,2018,12,0504,05,distributionGO_thanaconsuprocess
Fulgazi,643958,5843,649801,1206120,92823,50343,2397,4,2401,238,1389,62,1451,319,1437,5948,0,0,0,0,2,179,815,150,963,1142,2018,12,0504,05,distributionGO_thanaconsuprocess
Kutubdia,843883,3586,847469,818704,263848,113807,1941,2,1943,66,3128,6,3134,101,602,8532,0,0,0,0,34,420,393,4,397,817,2018,12,0508,05,distributionGO_thanaconsuprocess
Moheshkhali,2633971,20032,2654003,862741,347599,193732,5003,259,5262,127,5505,110,5615,352,3566,23039,270,0,926214,396460,83,2722,526,180,702,3424,2018,12,0508,05,distributionGO_thanaconsuprocess
Coxs Bazar Sadar,2344837,19062,2363899,4053450,449009,248560,7249,892,8141,745,8187,223,8410,2210,3621,12735,13216,0,811721,266468,4057,6086,1224,1135,2251,8337,2018,12,0508,05,distributionGO_thanaconsuprocess
Ramu,1714005,13760,1727765,1829546,409553,241403,3245,29,3274,225,4603,129,4732,848,3148,7160,0,0,0,0,554,2374,822,196,1011,3385,2018,12,0508,05,distributionGO_thanaconsuprocess
Chakaria,2965521,16198,2981719,2524330,641409,330241,10148,72,10220,493,8882,197,9079,1677,5945,20324,30,0,0,215,11,1779,1462,424,1876,3655,2018,12,0508,05,distributionGO_thanaconsuprocess
Ukhiya,787617,4856,792473,567494,163243,97667,1354,31,1385,68,3591,52,3643,618,985,5929,0,0,0,0,9,877,326,82,408,1285,2018,12,0508,05,distributionGO_thanaconsuprocess
Teknaf,1908190,6665,1914855,2265481,618053,389606,3969,365,4334,103,3649,29,3678,153,3319,10286,469,8,5,98472,69,1569,655,123,602,2171,2018,12,0508,05,distributionGO_thanaconsuprocess
Pekua,713534,7956,721490,469301,244357,120750,1531,0,1531,232,2844,33,2877,241,1332,13171,29,0,0,0,10,715,521,4,521,1236,2018,12,0508,05,distributionGO_thanaconsuprocess
Bochaganj,1931830,6406,1938236,752567,147868,70044,3930,61,3991,261,5874,175,6049,668,3711,6978,0,0,0,0,69,2015,2436,174,2610,4625,2018,12,0101,07,distributionGO_thanaconsuprocess
Kaharole,1386972,8223,1395195,391074,152319,69234,4215,0,4215,272,5763,127,5890,0,2602,6265,0,0,0,0,0,1683,2942,2,2944,4627,2018,12,0101,07,distributionGO_thanaconsuprocess
Fulbari,1531478,4242,1535720,753057,67717,28027,3722,1,3723,371,6147,109,6256,1908,2535,8076,0,0,0,0,88,2791,1644,533,2177,4968,2018,12,0101,07,distributionGO_thanaconsuprocess
Khanshama,2116404,6791,2123195,712951,210489,100508,2882,79,2961,151,8710,154,8864,1730,2466,6754,0,0,0,0,55,1651,2971,135,3106,4757,2018,12,0101,07,distributionGO_thanaconsuprocess
Dinajpur Sadar,3939231,13654,3952885,3640720,553183,318712,6825,431,7256,736,19658,161,19819,4367,12285,6448,75,0,0,0,16,11205,4126,3647,7773,18978,2018,12,0101,07,distributionGO_thanaconsuprocess
Hakimpur,850226,3660,853886,1051379,73543,42154,2808,1,2809,99,4058,99,4157,784,3202,3824,0,0,0,14450,0,2458,925,3,928,3386,2018,12,0101,07,distributionGO_thanaconsuprocess
Birganj,3346909,9795,3356704,1145270,262633,135668,5217,0,5217,461,17166,135,17301,3596,3725,4850,1,0,0,0,234,2933,5169,583,5752,8685,2018,12,0101,07,distributionGO_thanaconsuprocess
Ghoraghat,1138628,6633,1145261,752042,77001,38568,4674,0,4674,391,4470,28,4498,1455,2138,3111,0,0,0,0,0,1807,1464,0,1464,3271,2018,12,0101,07,distributionGO_thanaconsuprocess
Birol,2544993,9844,2554837,1501502,205045,111492,4761,6,4767,659,7594,62,7656,2149,3435,5153,0,0,0,0,0,1841,3944,22,3966,5807,2018,12,0101,07,distributionGO_thanaconsuprocess
Chirir Bandar,2492540,9713,2502253,841383,213602,105032,3803,31,3834,343,6164,268,6432,1019,3612,9736,0,0,0,0,123,2808,3238,56,3288,6096,2018,12,0101,07,distributionGO_thanaconsuprocess
Parbatipur,3694941,13211,3708152,3802426,455740,242800,11536,14,11550,1503,10976,60,11036,1953,4591,11274,15,0,94,0,72,5669,4966,0,4808,10477,2018,12,0101,07,distributionGO_thanaconsuprocess
Nawabganj,2328492,8988,2337480,1192732,254993,130354,3755,14,3769,207,5741,149,5890,898,3619,7807,0,0,0,0,153,3453,1810,14,1824,5277,2018,12,0101,07,distributionGO_thanaconsuprocess
Birampur,1178659,5323,1183982,798316,76953,36397,5274,5,5279,291,4710,30,4740,1402,2883,4849,0,0,0,0,211,3873,1652,256,1901,5774,2018,12,0101,07,distributionGO_thanaconsuprocess
Dhamrai,3471992,14776,3486768,3152079,308418,152576,18692,2,18694,472,9780,0,9780,430,3148,1080,0,0,0,53,12,1555,1780,1218,2962,4517,2018,12,0406,04,distributionGO_thanaconsuprocess
Mirpur,8391448,27243,8418691,25919097,2153472,1113811,56441,1770,58211,4439,33597,1503,35100,7314,3584,4538,0,194,0,0,46,50346,5984,5675,11646,61992,2018,12,0406,04,distributionGO_thanaconsuprocess
Keraniganj,4195162,20281,4215443,5916059,624934,315959,18125,149,18274,1694,12024,1096,13120,3886,11414,4484,0,0,0,0,0,11827,1810,2105,3915,15742,2018,12,0406,04,distributionGO_thanaconsuprocess
Savar,6186863,11814,6198677,9114069,625729,255247,11816,10,11826,255,9168,745,9913,1251,5751,5574,4,0,0,0,0,10306,1898,1554,3417,13723,2018,12,0406,04,distributionGO_thanaconsuprocess
Nawabganj,1771988,13980,1785968,2152260,145168,68143,4148,23,4171,279,5750,585,6335,3126,2282,2675,4,0,0,0,0,3751,1729,1958,3671,7422,2018,12,0406,04,distributionGO_thanaconsuprocess
Tejgaon,17332466,105794,17438260,36328940,2991438,1584548,63702,1982,65684,3540,36549,468,37017,6225,11092,977,142,516,3,8,88,83240,12819,9443,22055,105295,2018,12,0406,04,distributionGO_thanaconsuprocess
Dohar,1025445,6387,1031832,1709447,83471,45808,2744,4,2748,126,5433,16,5449,1893,322,435,0,0,0,462076,720,2045,930,1527,2455,4500,2018,12,0406,04,distributionGO_thanaconsuprocess
Ramgoti,1599859,4563,1604422,1431164,585716,236579,5531,19,5550,239,4388,74,4462,264,2790,14801,19,8,0,0,51,2636,533,274,807,3443,2018,12,0506,05,distributionGO_thanaconsuprocess
Raipur,1095211,10214,1105425,586445,243424,126447,5937,800,6737,347,5891,189,6080,527,2808,19521,55,244,57,417,180,1103,895,821,1715,2818,2018,12,0506,05,distributionGO_thanaconsuprocess
Lakshmipur Sadar,2814263,19798,2834061,3273161,871069,448025,16381,1515,17896,997,12109,867,12976,2591,8359,21648,226,88,0,0,200,663,4275,2123,6337,7000,2018,12,0506,05,distributionGO_thanaconsuprocess
Ramganj,845241,4875,850116,1029527,278485,137785,8446,52,8498,567,3954,258,4212,1575,3621,9820,0,4,0,0,3,525,1716,1562,3278,3803,2018,12,0506,05,distributionGO_thanaconsuprocess
Kamalnagar,556339,2601,558940,996880,230846,208997,908,279,1187,243,3140,242,3382,828,146,11766,30,38,10,0,121,271,433,216,649,920,2018,12,0506,05,distributionGO_thanaconsuprocess
Naogaon Sadar,3649970,10884,3660854,3708203,296927,148430,4847,472,5319,339,7913,241,8154,635,3676,8569,1,0,0,0,0,584,4665,1727,6382,6966,2018,12,0111,01,distributionGO_thanaconsuprocess
Mohadebpur,3760257,10493,3770750,1709728,180944,86161,4380,5,4385,900,6268,267,6535,1482,2477,5361,0,0,0,13440,34,1553,5455,566,5967,7520,2018,12,0111,01,distributionGO_thanaconsuprocess
Manda,4979947,16039,4995986,1866580,304134,148442,11566,427,11993,1095,6188,14,6202,1670,2675,7431,8,0,15,0,52,1015,3494,110,3600,4615,2018,12,0111,01,distributionGO_thanaconsuprocess
Badalgachhi,2313432,4744,2318176,1758577,296245,148644,2144,1,2145,229,3040,0,3040,728,3329,2068,0,0,0,0,124,1038,2271,25,2269,3307,2018,12,0111,01,distributionGO_thanaconsuprocess
Rani Nagar,2274958,6221,2281179,1882221,91459,50697,1627,0,1627,128,3457,133,3590,408,2519,4524,1,9,0,5248,71,920,945,5,948,1868,2018,12,0111,01,distributionGO_thanaconsuprocess
Patnitola,1560576,9914,1570490,901033,79959,38378,2024,110,2134,103,5309,1,5310,1016,2068,7880,0,0,0,0,2,1793,5183,553,5734,7527,2018,12,0111,01,distributionGO_thanaconsuprocess
Atrai,1934937,6265,1941202,1924501,77780,37697,2459,12,2471,311,2872,139,3011,421,2956,6012,0,0,0,65110,98,840,1693,486,2179,3019,2018,12,0111,01,distributionGO_thanaconsuprocess
Dhamoirhat,1583931,5815,1589746,1384361,160298,90580,1838,0,1838,530,1960,36,1996,550,2979,5359,0,0,0,0,40,2064,1327,0,1327,3391,2018,12,0111,01,distributionGO_thanaconsuprocess
Niamatpur,2089605,9171,2098776,1406147,133684,68305,3541,0,3541,587,5481,7,5488,2176,2132,4567,9,0,6,10375,86,1066,2868,653,3521,4587,2018,12,0111,01,distributionGO_thanaconsuprocess
Porsa,1544959,5144,1550103,1481100,89092,41839,1787,1,1788,98,2151,0,2151,988,1108,5980,0,0,0,0,56,1212,1316,177,1493,2705,2018,12,0111,01,distributionGO_thanaconsuprocess
Sapahar,1621134,6110,1627244,1018072,134248,66056,686,0,686,164,3130,13,3143,1304,2038,5686,1,0,0,0,201,2160,1126,230,1355,3515,2018,12,0111,01,distributionGO_thanaconsuprocess
